ecomm_sale_id,week_start_date,item_id,fulfillment_center_id,channel,fulfillment_type,units_sold,units_returned,net_units,gross_sales,net_sales,cogs,gross_margin,shipping_revenue,shipping_cost,num_orders,avg_order_value
13968,2024-11-24,380,,Website,Store Pickup,7,0,7,1356.46,1356.46,1091.51,264.95,0.0,0.0,2,271.29
13969,2024-11-24,108,,Website,Same-Day Delivery,8,0,8,859.28,859.28,636.72,222.56,0.0,0.0,4,286.43
13970,2024-11-24,125,,Website,Curbside Pickup,2,0,2,219.2,219.2,139.06,80.14,0.0,0.0,1,109.6
13971,2024-11-24,150,,Website,Same-Day Delivery,3,0,3,398.37,398.37,268.89,129.48,0.0,0.0,1,199.19
13972,2024-11-24,658,,Website,Same-Day Delivery,7,0,7,1655.22,1655.22,1316.49,338.73,0.0,0.0,3,413.81
13973,2024-11-24,571,,App,Store Pickup,8,0,8,213.36,213.36,147.6,65.76,0.0,0.0,2,71.12
13974,2024-11-24,715,FC001,Website,Ship to Home,5,0,5,1195.3,1195.3,977.5,217.8,3.8,5.7,1,597.65
13975,2024-11-24,820,,App,Curbside Pickup,5,0,5,589.7,589.7,427.95,161.75,0.0,0.0,1,147.43
13976,2024-11-24,290,,Website,Curbside Pickup,4,0,4,589.24,589.24,374.12,215.12,0.0,0.0,2,294.62
13977,2024-11-24,898,,App,Same-Day Delivery,5,0,5,1213.3,1213.3,871.1,342.2,0.0,0.0,2,606.65
13978,2024-11-24,487,FC006,Website,Ship to Home,6,0,6,507.66,507.66,336.84,170.82,27.0,40.5,1,84.61
13979,2024-11-24,706,,App,Curbside Pickup,7,0,7,342.51,342.51,275.45,67.06,0.0,0.0,3,171.25
13980,2024-11-24,18,,Website,Store Pickup,2,0,2,554.8,554.8,387.52,167.28,0.0,0.0,1,277.4
13981,2024-11-24,868,,Website,Store Pickup,5,0,5,1035.55,1035.55,768.4,267.15,0.0,0.0,1,345.18
13982,2024-11-24,418,FC001,Website,Ship to Home,3,0,3,458.01,458.01,331.89,126.12,11.31,16.96,1,458.01
13983,2024-11-24,676,,App,Curbside Pickup,5,0,5,292.65,292.65,183.25,109.4,0.0,0.0,1,73.16
13984,2024-11-24,449,,App,Curbside Pickup,7,0,7,1283.17,1283.17,846.51,436.66,0.0,0.0,1,427.72
13985,2024-11-24,959,,App,Store Pickup,8,0,8,54.16,54.16,39.28,14.88,0.0,0.0,4,7.74
13986,2024-11-24,871,FC003,App,Ship to Home,4,0,4,768.92,768.92,523.76,245.16,16.32,24.48,1,192.23
13987,2024-11-24,387,FC007,Website,Ship to Home,3,0,3,539.07,539.07,431.46,107.61,11.73,17.59,1,269.54
13988,2024-11-24,271,,Website,Curbside Pickup,3,0,3,749.25,749.25,573.12,176.13,0.0,0.0,1,749.25
13989,2024-11-24,55,FC007,Website,Ship to Home,2,0,2,416.68,416.68,264.82,151.86,16.7,25.05,1,208.34
13990,2024-11-24,890,,App,Same-Day Delivery,5,0,5,1362.05,1362.05,972.85,389.2,0.0,0.0,2,272.41
13991,2024-11-24,655,FC008,App,Ship to Home,10,0,10,2859.7,2859.7,1954.3,905.4,78.8,118.2,2,317.74
13992,2024-11-24,940,,App,Store Pickup,3,0,3,133.89,133.89,87.57,46.32,0.0,0.0,1,133.89
13993,2024-11-24,382,FC007,App,Ship to Home,3,0,3,553.68,553.68,459.09,94.59,25.08,37.62,1,184.56
13994,2024-11-24,172,,App,Same-Day Delivery,3,0,3,300.51,300.51,200.04,100.47,0.0,0.0,1,100.17
13995,2024-11-24,318,,Website,Store Pickup,4,0,4,367.32,367.32,291.08,76.24,0.0,0.0,1,122.44
13996,2024-11-24,479,,Website,Store Pickup,3,0,3,663.75,663.75,545.25,118.5,0.0,0.0,1,663.75
13997,2024-11-24,465,,Website,Store Pickup,3,0,3,86.46,86.46,71.46,15.0,0.0,0.0,1,28.82
13998,2024-11-24,647,,Website,Curbside Pickup,5,0,5,1078.25,1078.25,752.9,325.35,0.0,0.0,2,359.42
13999,2024-11-24,830,,App,Store Pickup,1,0,1,27.43,27.43,18.51,8.92,0.0,0.0,1,27.43
14000,2024-11-24,793,,Website,Curbside Pickup,3,0,3,133.41,133.41,109.59,23.82,0.0,0.0,1,44.47
14001,2024-11-24,549,,App,Store Pickup,5,0,5,40.25,40.25,25.85,14.4,0.0,0.0,2,10.06
14002,2024-11-24,119,,App,Same-Day Delivery,7,0,7,61.46,61.46,48.72,12.74,0.0,0.0,3,20.49
14003,2024-11-24,444,,Website,Curbside Pickup,8,0,8,2262.48,2262.48,1562.96,699.52,0.0,0.0,3,754.16
14004,2024-11-24,252,,App,Curbside Pickup,3,0,3,774.9,774.9,512.52,262.38,0.0,0.0,1,258.3
14005,2024-11-24,713,,Website,Curbside Pickup,4,0,4,787.84,787.84,569.12,218.72,0.0,0.0,2,262.61
14006,2024-11-24,542,,App,Store Pickup,3,0,3,690.42,690.42,546.72,143.7,0.0,0.0,1,690.42
14007,2024-11-24,901,,App,Curbside Pickup,6,0,6,410.82,410.82,276.3,134.52,0.0,0.0,3,82.16
14008,2024-11-24,774,,App,Store Pickup,4,0,4,918.16,918.16,666.52,251.64,0.0,0.0,2,459.08
14009,2024-11-24,632,,App,Curbside Pickup,9,0,9,279.9,279.9,228.33,51.57,0.0,0.0,2,69.97
14010,2024-11-24,397,,Website,Same-Day Delivery,2,0,2,367.06,367.06,274.64,92.42,0.0,0.0,1,183.53
14011,2024-11-24,642,FC006,Website,Ship to Home,6,0,6,832.74,832.74,693.54,139.2,50.16,75.24,2,277.58
14012,2024-11-24,394,,App,Curbside Pickup,4,0,4,572.44,572.44,387.96,184.48,0.0,0.0,1,190.81
14013,2024-11-24,516,,App,Store Pickup,5,0,5,81.45,81.45,61.1,20.35,0.0,0.0,2,20.36
14014,2024-11-24,492,,App,Curbside Pickup,4,0,4,73.24,73.24,51.0,22.24,0.0,0.0,2,18.31
14015,2024-11-24,342,,Website,Store Pickup,3,0,3,490.98,490.98,355.11,135.87,0.0,0.0,1,245.49
14016,2024-11-24,292,,App,Same-Day Delivery,7,0,7,1925.84,1925.84,1330.63,595.21,0.0,0.0,2,320.97
14017,2024-11-24,376,,Website,Same-Day Delivery,4,0,4,303.12,303.12,190.48,112.64,0.0,0.0,2,101.04
14018,2024-11-24,939,,Website,Same-Day Delivery,11,0,11,2728.33,2728.33,1966.8,761.53,0.0,0.0,4,545.67
14019,2024-11-24,158,,Website,Store Pickup,5,0,5,859.45,859.45,626.95,232.5,0.0,0.0,2,429.73
14020,2024-11-24,925,,App,Store Pickup,4,0,4,23.2,23.2,14.64,8.56,0.0,0.0,1,7.73
14021,2024-11-24,134,,Website,Curbside Pickup,5,0,5,661.15,661.15,458.35,202.8,0.0,0.0,1,330.57
14022,2024-11-24,289,,App,Same-Day Delivery,6,0,6,860.82,860.82,540.24,320.58,0.0,0.0,3,172.16
14023,2024-11-24,123,,Website,Same-Day Delivery,2,0,2,199.02,199.02,124.4,74.62,0.0,0.0,1,99.51
14024,2024-11-24,338,FC003,Website,Ship to Home,7,0,7,296.66,296.66,229.74,66.92,40.669999999999995,61.0,3,59.33
14025,2024-11-24,707,,App,Same-Day Delivery,5,0,5,804.5,804.5,552.8,251.7,0.0,0.0,1,268.17
14026,2024-11-24,263,,Website,Curbside Pickup,3,0,3,212.34,212.34,136.92,75.42,0.0,0.0,1,70.78
14027,2024-11-24,759,,App,Same-Day Delivery,5,0,5,5.4,5.4,3.5,1.9,0.0,0.0,1,1.35
14028,2024-11-24,769,,Website,Store Pickup,4,0,4,155.04,155.04,112.6,42.44,0.0,0.0,2,51.68
14029,2024-11-24,694,FC003,Website,Ship to Home,8,0,8,1258.96,1258.96,820.4,438.56,26.24,39.36,2,629.48
14030,2024-11-24,212,,Website,Same-Day Delivery,3,0,3,527.31,527.31,377.07,150.24,0.0,0.0,1,175.77
14031,2024-11-24,364,FC008,App,Ship to Home,6,0,6,160.38,160.38,115.86,44.52,2.88,4.32,3,53.46
14032,2024-11-24,404,FC010,Website,Ship to Home,2,0,2,164.78,164.78,129.04,35.74,12.88,19.32,1,82.39
14033,2024-11-24,795,FC008,App,Ship to Home,3,0,3,587.37,587.37,419.13,168.24,7.86,11.79,1,195.79
14034,2024-11-24,32,FC004,Website,Ship to Home,3,0,3,444.27,444.27,284.7,159.57,26.52,39.78,1,148.09
14035,2024-11-24,399,,Website,Curbside Pickup,3,0,3,462.54,462.54,347.07,115.47,0.0,0.0,1,154.18
14036,2024-11-24,154,FC007,App,Ship to Home,6,0,6,1051.56,1051.56,785.28,266.28,27.839999999999996,41.76,3,1051.56
14037,2024-11-24,758,,Website,Same-Day Delivery,8,0,8,277.68,277.68,230.4,47.28,0.0,0.0,4,277.68
14038,2024-11-24,588,,Website,Same-Day Delivery,5,0,5,1043.25,1043.25,661.75,381.5,0.0,0.0,1,1043.25
14039,2024-11-24,544,FC004,Website,Ship to Home,2,0,2,425.7,425.7,301.52,124.18,14.94,22.41,1,425.7
14040,2024-11-24,886,FC007,Website,Ship to Home,10,0,10,2280.9,2280.9,1653.1,627.8,43.9,65.85,1,380.15
14041,2024-11-24,11,,App,Same-Day Delivery,9,0,9,276.3,276.3,205.38,70.92,0.0,0.0,2,276.3
14042,2024-11-24,44,FC007,App,Ship to Home,5,0,5,478.4,478.4,348.85,129.55,35.550000000000004,53.33,2,119.6
14043,2024-11-24,148,,App,Store Pickup,6,0,6,1293.42,1293.42,824.22,469.2,0.0,0.0,1,646.71
14044,2024-11-24,187,FC006,Website,Ship to Home,1,0,1,160.77,160.77,126.14,34.63,6.73,10.1,1,160.77
14045,2024-11-24,272,,Website,Store Pickup,5,0,5,200.8,200.8,134.7,66.1,0.0,0.0,1,40.16
14046,2024-11-24,808,,Website,Store Pickup,4,0,4,891.24,891.24,610.56,280.68,0.0,0.0,2,297.08
14047,2024-11-24,246,,App,Same-Day Delivery,3,0,3,419.61,419.61,338.28,81.33,0.0,0.0,1,419.61
14048,2024-11-24,411,FC003,Website,Ship to Home,6,0,6,1340.4,1340.4,945.42,394.98,13.14,19.71,2,268.08
14049,2024-11-24,317,FC008,Website,Ship to Home,4,0,4,353.64,353.64,228.04,125.6,0.52,0.78,1,353.64
14050,2024-11-24,1,,Website,Store Pickup,2,0,2,385.34,385.34,296.88,88.46,0.0,0.0,1,385.34
14051,2024-11-24,146,,Website,Curbside Pickup,4,0,4,712.56,712.56,489.56,223.0,0.0,0.0,1,712.56
14052,2024-11-24,569,,App,Curbside Pickup,6,0,6,980.4,980.4,647.16,333.24,0.0,0.0,1,245.1
14053,2024-11-24,785,,Website,Same-Day Delivery,7,0,7,1623.3,1623.3,1159.2,464.1,0.0,0.0,3,324.66
14054,2024-11-24,12,,Website,Same-Day Delivery,4,0,4,145.2,145.2,104.44,40.76,0.0,0.0,2,48.4
14055,2024-11-24,250,,Website,Store Pickup,1,0,1,8.02,8.02,6.28,1.74,0.0,0.0,1,8.02
14056,2024-11-24,912,FC004,Website,Ship to Home,3,0,3,280.32,280.32,225.96,54.36,18.450000000000003,27.68,1,140.16
14057,2024-11-24,111,,Website,Curbside Pickup,6,0,6,6.54,6.54,4.86,1.68,0.0,0.0,1,1.09
14058,2024-11-24,66,,App,Same-Day Delivery,5,0,5,986.35,986.35,723.15,263.2,0.0,0.0,2,986.35
14059,2024-11-24,218,,App,Curbside Pickup,4,0,4,516.72,516.72,331.6,185.12,0.0,0.0,1,258.36
14060,2024-11-24,405,,App,Curbside Pickup,6,0,6,926.22,926.22,652.38,273.84,0.0,0.0,1,463.11
14061,2024-11-24,344,FC005,Website,Ship to Home,5,0,5,908.2,908.2,598.0,310.2,41.4,62.1,2,908.2
14062,2024-11-24,157,FC003,Website,Ship to Home,3,0,3,523.83,523.83,347.13,176.7,23.1,34.65,1,174.61
14063,2024-11-24,197,,Website,Curbside Pickup,9,0,9,354.96,354.96,267.12,87.84,0.0,0.0,3,39.44
14064,2024-11-24,659,,Website,Store Pickup,3,0,3,318.75,318.75,252.69,66.06,0.0,0.0,1,106.25
14065,2024-11-24,902,,Website,Same-Day Delivery,5,0,5,1060.3,1060.3,762.3,298.0,0.0,0.0,1,353.43
14066,2024-11-24,747,,App,Store Pickup,2,0,2,442.1,442.1,289.92,152.18,0.0,0.0,1,221.05
14067,2024-11-24,960,,Website,Same-Day Delivery,5,0,5,729.15,729.15,492.1,237.05,0.0,0.0,1,182.29
14068,2024-11-24,725,,App,Store Pickup,5,0,5,844.45,844.45,595.9,248.55,0.0,0.0,1,211.11
14069,2024-11-24,771,FC006,Website,Ship to Home,10,0,10,2504.6,2504.6,1615.9,888.7,65.4,98.1,3,500.92
14070,2024-11-24,750,FC006,Website,Ship to Home,2,0,2,342.32,342.32,278.3,64.02,6.26,9.39,1,171.16
14071,2024-11-24,443,,Website,Same-Day Delivery,3,0,3,445.8,445.8,366.9,78.9,0.0,0.0,1,222.9
14072,2024-11-24,104,FC005,App,Ship to Home,8,0,8,85.76,85.76,64.24,21.52,37.12,55.68,4,14.29
14073,2024-11-24,460,,Website,Store Pickup,1,0,1,176.19,176.19,129.11,47.08,0.0,0.0,1,176.19
14074,2024-11-24,885,,Website,Same-Day Delivery,3,0,3,671.79,671.79,462.63,209.16,0.0,0.0,1,335.89
14075,2024-11-24,514,,Website,Same-Day Delivery,3,0,3,199.65,199.65,130.53,69.12,0.0,0.0,1,199.65
14076,2024-11-24,737,,Website,Curbside Pickup,3,0,3,104.13,104.13,84.42,19.71,0.0,0.0,1,34.71
14077,2024-11-24,389,,Website,Same-Day Delivery,12,0,12,3417.24,3417.24,2157.12,1260.12,0.0,0.0,1,341.72
14078,2024-11-24,311,,App,Same-Day Delivery,3,0,3,161.37,161.37,127.62,33.75,0.0,0.0,1,80.69
14079,2024-11-24,350,,App,Curbside Pickup,4,0,4,846.6,846.6,596.28,250.32,0.0,0.0,2,282.2
14080,2024-11-24,823,FC005,Website,Ship to Home,1,0,1,37.56,37.56,27.81,9.75,5.95,8.93,1,37.56
14081,2024-11-24,961,,App,Same-Day Delivery,4,0,4,1125.12,1125.12,784.2,340.92,0.0,0.0,1,375.04
14082,2024-11-24,623,,Website,Curbside Pickup,5,0,5,765.05,765.05,538.35,226.7,0.0,0.0,1,191.26
14083,2024-11-24,473,,Website,Store Pickup,3,0,3,263.04,263.04,215.4,47.64,0.0,0.0,1,87.68
14084,2024-11-24,312,,Website,Same-Day Delivery,7,0,7,1816.99,1816.99,1291.71,525.28,0.0,0.0,2,605.66
14085,2024-11-24,511,,Website,Store Pickup,2,0,2,100.92,100.92,70.22,30.7,0.0,0.0,1,50.46
14086,2024-11-24,429,,Website,Store Pickup,3,0,3,141.57,141.57,117.06,24.51,0.0,0.0,1,47.19
14087,2024-11-24,461,,Website,Same-Day Delivery,4,0,4,815.52,815.52,631.84,183.68,0.0,0.0,1,271.84
14088,2024-11-24,207,,Website,Curbside Pickup,3,0,3,702.15,702.15,560.46,141.69,0.0,0.0,1,234.05
14089,2024-11-24,918,FC007,App,Ship to Home,2,0,2,192.72,192.72,136.58,56.14,7.64,11.46,1,192.72
14090,2024-11-24,383,FC004,App,Ship to Home,6,0,6,1460.7,1460.7,1065.42,395.28,4.4399999999999995,6.66,2,365.18
14091,2024-11-24,268,,App,Curbside Pickup,4,0,4,392.32,392.32,287.64,104.68,0.0,0.0,2,196.16
14092,2024-11-24,618,,App,Same-Day Delivery,6,0,6,1182.18,1182.18,887.88,294.3,0.0,0.0,2,394.06
14093,2024-11-24,116,,App,Curbside Pickup,3,0,3,717.09,717.09,480.99,236.1,0.0,0.0,1,239.03
14094,2024-11-24,512,FC003,App,Ship to Home,4,0,4,1153.56,1153.56,725.68,427.88,27.44,41.16,2,576.78
14095,2024-11-24,256,,App,Store Pickup,9,0,9,1752.84,1752.84,1190.52,562.32,0.0,0.0,2,1752.84
14096,2024-11-24,193,,Website,Store Pickup,2,0,2,342.1,342.1,226.7,115.4,0.0,0.0,1,342.1
14097,2024-11-24,144,,App,Same-Day Delivery,3,0,3,169.47,169.47,113.01,56.46,0.0,0.0,1,169.47
14098,2024-11-24,485,,App,Curbside Pickup,7,0,7,277.06,277.06,203.7,73.36,0.0,0.0,1,138.53
14099,2024-11-24,817,FC007,App,Ship to Home,5,0,5,430.75,430.75,324.5,106.25,23.05,34.58,2,107.69
14100,2024-11-24,407,,Website,Store Pickup,2,0,2,50.74,50.74,32.34,18.4,0.0,0.0,1,50.74
14101,2024-12-01,692,,Website,Curbside Pickup,4,0,4,162.08,162.08,107.48,54.6,0.0,0.0,2,54.03
14102,2024-12-01,971,,App,Store Pickup,3,0,3,412.05,412.05,295.05,117.0,0.0,0.0,1,137.35
14103,2024-12-01,466,,App,Store Pickup,2,0,2,14.16,14.16,10.0,4.16,0.0,0.0,1,7.08
14104,2024-12-01,573,,App,Curbside Pickup,4,0,4,298.72,298.72,209.2,89.52,0.0,0.0,1,99.57
14105,2024-12-01,94,,App,Curbside Pickup,1,0,1,79.35,79.35,58.26,21.09,0.0,0.0,1,79.35
14106,2024-12-01,785,,Website,Store Pickup,2,0,2,463.8,463.8,331.2,132.6,0.0,0.0,1,463.8
14107,2024-12-01,926,,App,Store Pickup,5,0,5,1241.65,1241.65,802.85,438.8,0.0,0.0,1,1241.65
14108,2024-12-01,840,FC009,App,Ship to Home,4,0,4,990.72,990.72,708.64,282.08,25.0,37.5,1,495.36
14109,2024-12-01,109,,Website,Same-Day Delivery,5,0,5,1053.85,1053.85,759.45,294.4,0.0,0.0,1,351.28
14110,2024-12-01,902,,Website,Curbside Pickup,5,0,5,1060.3,1060.3,762.3,298.0,0.0,0.0,2,212.06
14111,2024-12-01,889,,Website,Same-Day Delivery,4,0,4,562.56,562.56,378.8,183.76,0.0,0.0,2,281.28
14112,2024-12-01,350,,App,Same-Day Delivery,4,0,4,846.6,846.6,596.28,250.32,0.0,0.0,2,211.65
14113,2024-12-01,501,,Website,Store Pickup,4,0,4,844.92,844.92,638.04,206.88,0.0,0.0,2,844.92
14114,2024-12-01,667,FC006,Website,Ship to Home,3,0,3,688.86,688.86,542.43,146.43,15.39,23.09,1,344.43
14115,2024-12-01,222,,Website,Store Pickup,2,0,2,316.42,316.42,222.82,93.6,0.0,0.0,1,158.21
14116,2024-12-01,777,FC006,App,Ship to Home,2,0,2,177.58,177.58,121.8,55.78,6.38,9.57,1,177.58
14117,2024-12-01,173,,App,Store Pickup,6,0,6,721.26,721.26,477.84,243.42,0.0,0.0,3,180.31
14118,2024-12-01,656,,Website,Curbside Pickup,6,0,6,1747.74,1747.74,1093.2,654.54,0.0,0.0,3,349.55
14119,2024-12-01,991,,Website,Store Pickup,1,0,1,114.53,114.53,82.55,31.98,0.0,0.0,1,114.53
14120,2024-12-01,169,FC002,App,Ship to Home,5,0,5,549.45,549.45,406.75,142.7,32.400000000000006,48.6,1,137.36
14121,2024-12-01,893,,App,Same-Day Delivery,4,0,4,751.0,751.0,603.36,147.64,0.0,0.0,1,250.33
14122,2024-12-01,210,,Website,Store Pickup,4,0,4,309.4,309.4,197.08,112.32,0.0,0.0,1,103.13
14123,2024-12-01,62,,Website,Same-Day Delivery,3,0,3,578.85,578.85,423.69,155.16,0.0,0.0,1,578.85
14124,2024-12-01,734,FC005,App,Ship to Home,5,0,5,666.25,666.25,495.5,170.75,5.3500000000000005,8.03,1,133.25
14125,2024-12-01,641,,App,Same-Day Delivery,2,0,2,417.24,417.24,323.58,93.66,0.0,0.0,1,208.62
14126,2024-12-01,29,FC008,Website,Ship to Home,4,0,4,682.28,682.28,485.76,196.52,9.24,13.86,2,170.57
14127,2024-12-01,930,,Website,Same-Day Delivery,7,0,7,1005.76,1005.76,670.74,335.02,0.0,0.0,2,167.63
14128,2024-12-01,306,,Website,Same-Day Delivery,4,0,4,446.36,446.36,318.64,127.72,0.0,0.0,1,148.79
14129,2024-12-01,340,,Website,Store Pickup,7,0,7,118.65,118.65,78.68,39.97,0.0,0.0,3,19.78
14130,2024-12-01,650,,Website,Curbside Pickup,7,0,7,1952.79,1952.79,1336.51,616.28,0.0,0.0,1,278.97
14131,2024-12-01,322,,Website,Curbside Pickup,3,0,3,338.37,338.37,264.21,74.16,0.0,0.0,1,169.19
14132,2024-12-01,438,,App,Curbside Pickup,6,0,6,259.62,259.62,181.32,78.3,0.0,0.0,3,43.27
14133,2024-12-01,632,,App,Store Pickup,1,0,1,31.1,31.1,25.37,5.73,0.0,0.0,1,31.1
14134,2024-12-01,143,,Website,Same-Day Delivery,4,0,4,281.16,281.16,229.76,51.4,0.0,0.0,1,93.72
14135,2024-12-01,459,FC006,Website,Ship to Home,5,0,5,468.35,468.35,294.95,173.4,35.0,52.5,1,93.67
14136,2024-12-01,906,,Website,Same-Day Delivery,4,0,4,1019.72,1019.72,740.4,279.32,0.0,0.0,1,254.93
14137,2024-12-01,554,,App,Same-Day Delivery,5,0,5,194.95,194.95,131.55,63.4,0.0,0.0,2,48.74
14138,2024-12-01,195,,App,Curbside Pickup,4,0,4,995.16,995.16,689.12,306.04,0.0,0.0,1,497.58
14139,2024-12-01,741,,App,Store Pickup,7,0,7,1488.13,1488.13,1107.96,380.17,0.0,0.0,2,248.02
14140,2024-12-01,420,FC002,Website,Ship to Home,4,0,4,879.8,879.8,712.16,167.64,8.0,12.0,1,879.8
14141,2024-12-01,631,,Website,Store Pickup,8,0,8,487.04,487.04,324.72,162.32,0.0,0.0,4,60.88
14142,2024-12-01,616,,Website,Store Pickup,6,0,6,101.16,101.16,83.82,17.34,0.0,0.0,3,33.72
14143,2024-12-01,969,,App,Store Pickup,5,0,5,563.9,563.9,359.95,203.95,0.0,0.0,1,187.97
14144,2024-12-01,972,,App,Store Pickup,6,0,6,531.84,531.84,370.62,161.22,0.0,0.0,2,132.96
14145,2024-12-01,672,,Website,Curbside Pickup,5,0,5,593.1,593.1,396.05,197.05,0.0,0.0,2,296.55
14146,2024-12-01,78,,App,Same-Day Delivery,5,0,5,971.55,971.55,616.6,354.95,0.0,0.0,1,485.77
14147,2024-12-01,851,,Website,Curbside Pickup,6,0,6,1193.64,1193.64,751.44,442.2,0.0,0.0,3,596.82
14148,2024-12-01,132,,Website,Same-Day Delivery,8,0,8,918.8,918.8,643.36,275.44,0.0,0.0,3,131.26
14149,2024-12-01,452,,App,Store Pickup,6,0,6,1428.6,1428.6,1140.06,288.54,0.0,0.0,3,714.3
14150,2024-12-01,708,FC010,Website,Ship to Home,11,0,11,2620.75,2620.75,1655.06,965.69,11.440000000000001,17.16,5,655.19
14151,2024-12-01,964,,Website,Curbside Pickup,4,0,4,1145.88,1145.88,788.52,357.36,0.0,0.0,1,572.94
14152,2024-12-01,867,FC009,App,Ship to Home,7,0,7,747.88,747.88,561.96,185.92,15.469999999999999,23.2,2,373.94
14153,2024-12-01,856,,Website,Store Pickup,6,0,6,1127.22,1127.22,710.58,416.64,0.0,0.0,3,187.87
14154,2024-12-01,778,,App,Curbside Pickup,5,0,5,775.15,775.15,501.9,273.25,0.0,0.0,1,155.03
14155,2024-12-01,817,,Website,Store Pickup,2,0,2,172.3,172.3,129.8,42.5,0.0,0.0,1,86.15
14156,2024-12-01,30,FC002,Website,Ship to Home,9,0,9,1646.19,1646.19,1123.38,522.81,30.330000000000002,45.5,4,235.17
14157,2024-12-01,105,,App,Store Pickup,3,0,3,840.24,840.24,581.79,258.45,0.0,0.0,1,840.24
14158,2024-12-01,243,FC001,Website,Ship to Home,6,0,6,966.06,966.06,686.76,279.3,13.14,19.71,3,161.01
14159,2024-12-01,400,,Website,Store Pickup,4,0,4,449.96,449.96,312.88,137.08,0.0,0.0,2,112.49
14160,2024-12-01,399,FC007,Website,Ship to Home,4,0,4,616.72,616.72,462.76,153.96,21.4,32.1,1,616.72
14161,2024-12-01,882,FC002,Website,Ship to Home,4,0,4,267.2,267.2,167.64,99.56,23.28,34.92,2,89.07
14162,2024-12-01,992,,Website,Store Pickup,4,0,4,30.0,30.0,19.12,10.88,0.0,0.0,1,15.0
14163,2024-12-01,188,,App,Store Pickup,6,0,6,193.26,193.26,124.8,68.46,0.0,0.0,3,48.31
14164,2024-12-01,219,,Website,Store Pickup,1,0,1,90.4,90.4,58.69,31.71,0.0,0.0,1,90.4
14165,2024-12-01,90,,App,Store Pickup,8,0,8,338.08,338.08,255.2,82.88,0.0,0.0,3,42.26
14166,2024-12-01,389,,Website,Curbside Pickup,1,0,1,284.77,284.77,179.76,105.01,0.0,0.0,1,284.77
14167,2024-12-01,474,,App,Same-Day Delivery,2,0,2,303.92,303.92,239.9,64.02,0.0,0.0,1,303.92
14168,2024-12-01,620,,Website,Curbside Pickup,5,0,5,93.5,93.5,66.95,26.55,0.0,0.0,1,31.17
14169,2024-12-01,779,,Website,Same-Day Delivery,3,0,3,689.7,689.7,471.3,218.4,0.0,0.0,1,689.7
14170,2024-12-01,488,FC002,App,Ship to Home,8,0,8,904.64,904.64,614.72,289.92,44.32,66.48,2,180.93
14171,2024-12-01,407,,App,Curbside Pickup,5,0,5,126.85,126.85,80.85,46.0,0.0,0.0,2,63.42
14172,2024-12-01,648,,Website,Curbside Pickup,7,0,7,785.61,785.61,509.32,276.29,0.0,0.0,3,157.12
14173,2024-12-01,291,,App,Store Pickup,6,0,6,339.12,339.12,266.28,72.84,0.0,0.0,3,56.52
14174,2024-12-01,589,,App,Curbside Pickup,5,0,5,955.35,955.35,600.55,354.8,0.0,0.0,2,477.68
14175,2024-12-01,803,FC010,Website,Ship to Home,7,0,7,383.53,383.53,254.59,128.94,57.75,86.62,2,54.79
14176,2024-12-01,261,,App,Same-Day Delivery,6,0,6,852.0,852.0,586.62,265.38,0.0,0.0,2,284.0
14177,2024-12-01,689,FC005,App,Ship to Home,4,0,4,232.84,232.84,178.08,54.76,11.8,17.7,2,58.21
14178,2024-12-01,396,FC003,App,Ship to Home,1,0,1,12.84,12.84,9.58,3.26,3.75,5.62,1,12.84
14179,2024-12-01,165,,App,Curbside Pickup,6,0,6,241.92,241.92,170.52,71.4,0.0,0.0,2,241.92
14180,2024-12-01,806,,Website,Same-Day Delivery,5,0,5,497.3,497.3,328.2,169.1,0.0,0.0,2,497.3
14181,2024-12-01,967,,App,Store Pickup,2,0,2,427.98,427.98,323.08,104.9,0.0,0.0,1,213.99
14182,2024-12-01,150,FC001,App,Ship to Home,6,0,6,796.74,796.74,537.78,258.96,18.78,28.17,2,199.19
14183,2024-12-01,153,,Website,Same-Day Delivery,2,0,2,146.96,146.96,115.54,31.42,0.0,0.0,1,146.96
14184,2024-12-01,828,,App,Curbside Pickup,9,0,9,1347.93,1347.93,1014.03,333.9,0.0,0.0,3,269.59
14185,2024-12-01,234,FC005,App,Ship to Home,2,0,2,386.48,386.48,298.4,88.08,7.96,11.94,1,386.48
14186,2024-12-01,76,FC004,Website,Ship to Home,4,0,4,34.12,34.12,21.96,12.16,27.44,41.16,2,17.06
14187,2024-12-01,448,,Website,Same-Day Delivery,5,0,5,1006.55,1006.55,632.95,373.6,0.0,0.0,1,1006.55
14188,2024-12-01,189,FC004,App,Ship to Home,7,0,7,218.61,218.61,163.03,55.58,50.120000000000005,75.18,3,36.44
14189,2024-12-01,625,FC008,Website,Ship to Home,6,0,6,598.38,598.38,492.3,106.08,1.7999999999999998,2.7,2,119.68
14190,2024-12-01,378,,Website,Same-Day Delivery,4,0,4,209.64,209.64,167.0,42.64,0.0,0.0,2,209.64
14191,2024-12-01,787,,Website,Same-Day Delivery,8,0,8,1421.44,1421.44,922.24,499.2,0.0,0.0,3,473.81
14192,2024-12-01,644,FC003,App,Ship to Home,7,0,7,631.26,631.26,450.59,180.67,24.99,37.48,2,631.26
14193,2024-12-01,2,,App,Same-Day Delivery,9,0,9,1504.62,1504.62,1012.23,492.39,0.0,0.0,4,300.92
