po_id,po_number,vendor_id,dc_id,item_id,order_date,expected_delivery_date,po_status,po_type,ordered_units,ordered_cases,unit_cost,total_cost,payment_terms
11518,PO00011518,V3921,DC016,546,2024-01-15,2024-01-30,Received,Regular,1055,87,12.03,12691.65,2/10 Net 30
11519,PO00011519,V1797,DC022,132,2024-09-08,2024-09-22,Shipped,Regular,857,71,80.42,68919.94,Net 45
11520,PO00011520,V4260,DC018,32,2024-10-05,2024-10-18,Received,Rush,746,62,94.9,70795.4,Net 30
11521,PO00011521,V2817,DC021,805,2024-09-19,2024-09-22,Shipped,Rush,639,53,70.27,44902.53,Net 30
11522,PO00011522,V3845,DC018,393,2024-07-23,2024-08-01,Received,Regular,1414,117,58.92,83312.88,Net 30
11523,PO00011523,V4950,DC013,279,2024-05-06,2024-05-14,Received,Regular,1197,99,68.6,82114.2,Net 30
11524,PO00011524,V1321,DC005,329,2024-09-14,2024-09-27,Received,Cross-Dock,678,56,155.9,105700.2,2/10 Net 30
11525,PO00011525,V1475,DC008,446,2024-08-15,2024-08-30,Received,Regular,215,17,157.21,33800.15,2/10 Net 30
11526,PO00011526,V4301,DC017,396,2024-12-10,2024-12-24,Received,Direct Import,597,49,9.58,5719.26,Net 30
11527,PO00011527,V4944,DC020,826,2024-11-15,2024-11-24,Received,Regular,958,79,59.44,56943.52,Net 45
11528,PO00011528,V4411,DC022,72,2024-10-31,2024-11-20,Shipped,Direct Import,1406,117,182.17,256131.02,Net 45
11529,PO00011529,V4099,DC006,905,2024-04-18,2024-04-24,Shipped,Cross-Dock,87,7,62.11,5403.57,2/10 Net 30
11530,PO00011530,V4360,DC005,63,2024-03-15,2024-04-05,Confirmed,Regular,979,81,186.88,182955.52,Net 45
11531,PO00011531,V4097,DC016,469,2024-03-11,2024-03-29,Received,Regular,317,26,13.69,4339.73,Net 30
11532,PO00011532,V1832,DC007,209,2024-09-04,2024-09-23,Received,Rush,366,30,62.33,22812.78,Net 30
11533,PO00011533,V1548,DC008,264,2024-07-17,2024-07-21,Open,Regular,360,30,67.9,24444.0,Net 60
11534,PO00011534,V2527,DC022,475,2024-05-04,2024-05-22,Confirmed,Regular,580,48,3.07,1780.6,Net 30
11535,PO00011535,V2283,DC021,428,2024-11-26,2024-12-17,Shipped,Regular,816,68,135.7,110731.2,Net 45
11536,PO00011536,V3773,DC025,186,2024-12-17,2025-01-07,Received,Regular,1379,114,169.91,234305.89,2/10 Net 30
11537,PO00011537,V3714,DC018,306,2024-08-10,2024-08-26,Received,Regular,1415,117,79.66,112718.9,Net 45
11538,PO00011538,V2694,DC014,176,2024-09-26,2024-10-03,Shipped,Cross-Dock,488,40,172.81,84331.28,Net 30
11539,PO00011539,V4091,DC011,819,2024-05-24,2024-06-05,Received,Cross-Dock,163,13,41.77,6808.51,Net 30
11540,PO00011540,V1120,DC015,224,2024-06-27,2024-07-05,Received,Regular,1428,119,164.43,234806.04,Net 60
11541,PO00011541,V4176,DC020,162,2024-12-13,2024-12-31,Received,Regular,1130,94,183.07,206869.1,Net 45
11542,PO00011542,V1579,DC020,190,2024-11-27,2024-12-17,Received,Regular,40,3,23.83,953.2,Net 30
11543,PO00011543,V1615,DC005,310,2024-06-15,2024-06-18,Received,Regular,1326,110,103.15,136776.9,Net 30
11544,PO00011544,V1500,DC017,79,2024-09-18,2024-10-08,Received,Regular,163,13,79.93,13028.59,Net 60
11545,PO00011545,V3918,DC003,375,2024-04-18,2024-04-24,Shipped,Regular,96,8,193.37,18563.52,Net 60
11546,PO00011546,V4885,DC002,505,2024-05-14,2024-05-20,Confirmed,Regular,48,4,98.33,4719.84,Net 45
11547,PO00011547,V2083,DC023,728,2024-07-13,2024-07-22,Received,Direct Import,1307,108,57.08,74603.56,Net 60
11548,PO00011548,V2460,DC018,785,2024-06-14,2024-06-27,Confirmed,Direct Import,970,80,165.6,160632.0,2/10 Net 30
11549,PO00011549,V4776,DC013,860,2024-07-24,2024-07-27,Received,Regular,587,48,44.04,25851.48,Net 30
11550,PO00011550,V2995,DC017,301,2024-03-13,2024-03-31,Confirmed,Rush,262,21,20.09,5263.58,2/10 Net 30
11551,PO00011551,V1323,DC002,116,2024-10-30,2024-11-09,Received,Regular,732,61,160.33,117361.56,2/10 Net 30
11552,PO00011552,V2341,DC019,511,2024-05-03,2024-05-17,Received,Direct Import,1010,84,35.11,35461.1,2/10 Net 30
11553,PO00011553,V4634,DC018,67,2024-08-21,2024-09-09,Open,Regular,127,10,190.85,24237.95,Net 30
11554,PO00011554,V1813,DC021,922,2024-10-20,2024-10-23,Open,Regular,597,49,10.32,6161.04,Net 60
11555,PO00011555,V1724,DC013,261,2024-03-01,2024-03-22,Received,Cross-Dock,1368,114,97.77,133749.36,2/10 Net 30
11556,PO00011556,V3418,DC015,485,2024-09-17,2024-09-23,Received,Regular,627,52,29.1,18245.7,Net 45
11557,PO00011557,V4211,DC006,1000,2024-10-05,2024-10-22,Received,Regular,60,5,160.73,9643.8,Net 60
11558,PO00011558,V2362,DC002,853,2024-03-07,2024-03-11,Received,Regular,1433,119,131.19,187995.27,2/10 Net 30
11559,PO00011559,V1579,DC005,190,2024-06-14,2024-06-19,Shipped,Cross-Dock,1167,97,23.83,27809.61,Net 60
11560,PO00011560,V1882,DC024,91,2024-02-01,2024-02-20,Received,Regular,452,37,121.61,54967.72,Net 45
11561,PO00011561,V2859,DC017,523,2024-09-26,2024-10-10,Cancelled,Cross-Dock,1206,100,166.22,200461.32,Net 45
11562,PO00011562,V3397,DC002,534,2024-05-13,2024-05-25,Shipped,Regular,166,13,94.56,15696.96,Net 45
11563,PO00011563,V2164,DC020,51,2024-06-17,2024-06-28,Open,Rush,684,57,20.97,14343.48,2/10 Net 30
11564,PO00011564,V2708,DC013,874,2024-01-03,2024-01-17,Confirmed,Cross-Dock,1241,103,53.81,66778.21,2/10 Net 30
11565,PO00011565,V2360,DC024,26,2024-12-14,2024-12-29,Shipped,Regular,1207,100,5.44,6566.08,Net 45
11566,PO00011566,V1416,DC018,695,2024-12-03,2024-12-16,Received,Cross-Dock,74,6,34.33,2540.42,Net 45
11567,PO00011567,V1239,DC015,227,2024-01-15,2024-02-02,Received,Cross-Dock,831,69,179.21,148923.51,Net 45
11568,PO00011568,V3496,DC022,395,2024-09-22,2024-10-08,Shipped,Regular,877,73,98.75,86603.75,Net 60
11569,PO00011569,V3954,DC018,256,2024-02-12,2024-02-26,Received,Regular,673,56,132.28,89024.44,Net 60
11570,PO00011570,V2001,DC019,213,2024-05-19,2024-05-31,Shipped,Regular,563,46,9.29,5230.27,Net 30
11571,PO00011571,V1117,DC016,753,2024-09-17,2024-10-05,Received,Regular,1414,117,178.87,252922.18,Net 30
11572,PO00011572,V3119,DC020,545,2024-03-05,2024-03-13,Received,Regular,207,17,154.15,31909.05,2/10 Net 30
11573,PO00011573,V4751,DC018,330,2024-06-13,2024-06-30,Received,Regular,748,62,98.42,73618.16,2/10 Net 30
11574,PO00011574,V1306,DC005,681,2024-10-09,2024-10-22,Received,Cross-Dock,1338,111,141.08,188765.04,Net 60
11575,PO00011575,V1573,DC012,172,2024-07-09,2024-07-20,Received,Regular,72,6,66.68,4800.96,Net 30
11576,PO00011576,V3170,DC017,260,2024-08-23,2024-08-29,Received,Direct Import,1291,107,24.4,31500.4,2/10 Net 30
11577,PO00011577,V4658,DC025,777,2024-12-25,2025-01-02,Shipped,Regular,709,59,60.9,43178.1,2/10 Net 30
11578,PO00011578,V2410,DC020,629,2024-04-16,2024-05-05,Received,Direct Import,755,62,127.42,96202.1,Net 45
11579,PO00011579,V3127,DC006,761,2024-04-19,2024-05-10,Confirmed,Regular,35,2,97.13,3399.55,Net 30
11580,PO00011580,V4509,DC006,484,2024-03-10,2024-03-29,Cancelled,Regular,494,41,197.0,97318.0,2/10 Net 30
11581,PO00011581,V2236,DC009,363,2024-10-07,2024-10-10,Shipped,Regular,1087,90,103.76,112787.12,Net 60
11582,PO00011582,V3496,DC006,395,2024-07-09,2024-07-18,Received,Rush,530,44,98.75,52337.5,Net 45
11583,PO00011583,V2002,DC025,894,2024-06-16,2024-06-22,Received,Rush,1356,113,179.89,243930.84,Net 60
11584,PO00011584,V2235,DC012,479,2024-08-13,2024-09-03,Received,Regular,1109,92,181.75,201560.75,2/10 Net 30
11585,PO00011585,V2581,DC025,108,2024-03-28,2024-04-05,Received,Regular,1057,88,79.59,84126.63,Net 30
11586,PO00011586,V3951,DC022,983,2024-08-24,2024-08-27,Open,Regular,1191,99,103.85,123685.35,Net 45
11587,PO00011587,V2637,DC001,673,2024-03-29,2024-04-07,Cancelled,Regular,1328,110,150.34,199651.52,Net 30
11588,PO00011588,V2087,DC007,20,2024-04-13,2024-04-18,Shipped,Direct Import,519,43,134.11,69603.09,Net 30
11589,PO00011589,V2149,DC025,749,2024-01-29,2024-02-07,Received,Regular,158,13,95.85,15144.3,2/10 Net 30
11590,PO00011590,V2316,DC022,971,2024-12-14,2024-12-19,Confirmed,Direct Import,1164,97,98.35,114479.4,2/10 Net 30
11591,PO00011591,V2191,DC009,535,2024-04-05,2024-04-10,Received,Regular,725,60,119.37,86543.25,Net 60
11592,PO00011592,V3305,DC023,937,2024-11-05,2024-11-16,Received,Direct Import,609,50,105.35,64158.15,Net 45
11593,PO00011593,V2325,DC007,354,2024-09-26,2024-10-07,Received,Regular,143,11,113.56,16239.08,2/10 Net 30
11594,PO00011594,V1542,DC017,175,2024-05-05,2024-05-19,Received,Regular,302,25,72.3,21834.6,Net 60
11595,PO00011595,V3938,DC002,804,2024-03-11,2024-03-22,Shipped,Regular,1021,85,116.19,118629.99,Net 30
11596,PO00011596,V3009,DC018,985,2024-06-23,2024-07-10,Shipped,Direct Import,120,10,182.09,21850.8,Net 60
11597,PO00011597,V4099,DC006,905,2024-12-27,2025-01-02,Received,Direct Import,486,40,62.11,30185.46,Net 60
11598,PO00011598,V4908,DC012,434,2024-08-18,2024-08-25,Shipped,Regular,715,59,108.26,77405.9,Net 30
11599,PO00011599,V4099,DC009,952,2024-02-25,2024-03-09,Received,Regular,491,40,140.2,68838.2,2/10 Net 30
11600,PO00011600,V1319,DC007,150,2024-03-04,2024-03-23,Received,Regular,701,58,89.63,62830.63,Net 60
11601,PO00011601,V2570,DC022,639,2024-12-09,2024-12-21,Received,Direct Import,31,2,185.84,5761.04,2/10 Net 30
11602,PO00011602,V2015,DC003,13,2024-09-17,2024-09-26,Confirmed,Regular,57,4,179.97,10258.29,Net 60
11603,PO00011603,V1163,DC022,290,2024-01-06,2024-01-26,Shipped,Direct Import,243,20,93.53,22727.79,Net 45
11604,PO00011604,V1766,DC013,191,2024-07-08,2024-07-17,Shipped,Regular,1235,102,33.79,41730.65,Net 60
11605,PO00011605,V3473,DC022,947,2024-06-01,2024-06-19,Received,Direct Import,1425,118,116.23,165627.75,Net 45
11606,PO00011606,V1813,DC016,720,2024-11-11,2024-12-01,Shipped,Regular,998,83,192.69,192304.62,Net 30
11607,PO00011607,V3714,DC015,306,2024-10-25,2024-11-03,Received,Regular,1164,97,79.66,92724.24,Net 30
11608,PO00011608,V2662,DC010,897,2024-03-02,2024-03-15,Received,Direct Import,419,34,149.22,62523.18,Net 45
11609,PO00011609,V1764,DC014,732,2024-06-15,2024-06-23,Open,Regular,1360,113,127.08,172828.8,Net 30
11610,PO00011610,V4452,DC018,131,2024-04-27,2024-05-10,Received,Regular,1174,97,56.63,66483.62,Net 45
11611,PO00011611,V4616,DC014,865,2024-02-27,2024-03-08,Received,Direct Import,1039,86,0.67,696.13,Net 30
11612,PO00011612,V3111,DC003,649,2024-11-16,2024-11-26,Open,Regular,919,76,189.04,173727.76,Net 45
11613,PO00011613,V3172,DC018,281,2024-08-29,2024-09-12,Confirmed,Regular,91,7,27.36,2489.76,Net 45
11614,PO00011614,V2017,DC014,655,2024-10-25,2024-10-29,Confirmed,Regular,267,22,195.43,52179.81,Net 60
11615,PO00011615,V3482,DC016,656,2024-11-05,2024-11-20,Received,Regular,863,71,182.2,157238.6,2/10 Net 30
11616,PO00011616,V4238,DC023,715,2024-04-11,2024-04-14,Received,Cross-Dock,401,33,195.5,78395.5,Net 60
11617,PO00011617,V4169,DC022,827,2024-03-24,2024-04-05,Received,Regular,449,37,139.55,62657.95,Net 60
11618,PO00011618,V2973,DC001,74,2024-07-22,2024-08-11,Received,Regular,1100,91,51.77,56947.0,Net 30
11619,PO00011619,V4160,DC001,942,2024-01-27,2024-02-04,Received,Regular,751,62,104.36,78374.36,Net 30
11620,PO00011620,V1584,DC001,313,2024-12-23,2025-01-03,Received,Regular,1021,85,44.26,45189.46,Net 60
11621,PO00011621,V3690,DC001,825,2024-11-26,2024-12-14,Cancelled,Rush,1229,102,127.72,156967.88,2/10 Net 30
11622,PO00011622,V4479,DC004,334,2024-12-07,2024-12-24,Received,Cross-Dock,1227,102,100.17,122908.59,Net 60
11623,PO00011623,V2432,DC005,793,2024-01-04,2024-01-24,Received,Direct Import,504,42,36.53,18411.12,2/10 Net 30
11624,PO00011624,V3774,DC007,610,2024-06-22,2024-06-29,Shipped,Regular,1112,92,15.98,17769.76,Net 45
11625,PO00011625,V3558,DC022,613,2024-02-18,2024-03-08,Received,Rush,286,23,64.87,18552.82,2/10 Net 30
11626,PO00011626,V1442,DC017,83,2024-03-20,2024-03-29,Shipped,Regular,60,5,169.54,10172.4,2/10 Net 30
11627,PO00011627,V4738,DC008,899,2024-09-29,2024-10-12,Received,Regular,358,29,71.62,25639.96,Net 45
11628,PO00011628,V2159,DC007,765,2024-10-24,2024-10-30,Received,Regular,1010,84,3.61,3646.1,Net 30
11629,PO00011629,V3698,DC014,126,2024-08-12,2024-08-15,Received,Regular,378,31,188.35,71196.3,Net 30
11630,PO00011630,V4125,DC007,478,2024-06-23,2024-07-14,Received,Rush,893,74,196.23,175233.39,Net 45
11631,PO00011631,V3359,DC011,812,2024-03-08,2024-03-18,Received,Rush,359,29,84.49,30331.91,Net 45
11632,PO00011632,V2245,DC016,56,2024-09-05,2024-09-19,Received,Direct Import,677,56,88.11,59650.47,Net 60
11633,PO00011633,V3337,DC013,111,2024-03-09,2024-03-29,Received,Regular,1254,104,0.81,1015.74,2/10 Net 30
11634,PO00011634,V3792,DC024,180,2024-07-30,2024-08-03,Confirmed,Regular,1336,111,118.65,158516.4,Net 45
11635,PO00011635,V3909,DC009,284,2024-05-07,2024-05-14,Received,Regular,252,21,184.28,46438.56,Net 60
11636,PO00011636,V2891,DC013,40,2024-01-27,2024-02-16,Confirmed,Regular,1003,83,128.73,129116.19,Net 60
11637,PO00011637,V1117,DC007,753,2024-09-02,2024-09-22,Received,Direct Import,1059,88,178.87,189423.33,Net 60
11638,PO00011638,V2974,DC008,326,2024-09-25,2024-10-08,Received,Regular,1062,88,179.36,190480.32,Net 45
11639,PO00011639,V4089,DC013,464,2024-05-11,2024-05-14,Received,Regular,154,12,179.25,27604.5,2/10 Net 30
11640,PO00011640,V1534,DC006,230,2024-10-12,2024-10-24,Received,Regular,76,6,183.62,13955.12,2/10 Net 30
11641,PO00011641,V2814,DC017,288,2024-12-09,2024-12-29,Received,Rush,418,34,173.84,72665.12,2/10 Net 30
11642,PO00011642,V4297,DC014,647,2024-01-01,2024-01-14,Received,Regular,358,29,150.58,53907.64,Net 60
11643,PO00011643,V1877,DC010,252,2024-02-03,2024-02-11,Received,Rush,849,70,170.84,145043.16,Net 60
11644,PO00011644,V3328,DC025,988,2024-03-09,2024-03-13,Shipped,Regular,556,46,49.58,27566.48,2/10 Net 30
11645,PO00011645,V4906,DC003,620,2024-06-26,2024-07-15,Shipped,Regular,85,7,13.39,1138.15,Net 45
11646,PO00011646,V1094,DC004,915,2024-08-14,2024-09-04,Shipped,Regular,486,40,51.44,24999.84,Net 60
11647,PO00011647,V2016,DC006,327,2024-09-02,2024-09-16,Open,Regular,1273,106,2.44,3106.12,2/10 Net 30
11648,PO00011648,V1279,DC004,291,2024-10-21,2024-11-03,Received,Regular,380,31,44.38,16864.4,Net 60
11649,PO00011649,V4204,DC009,801,2024-12-01,2024-12-11,Open,Cross-Dock,874,72,72.66,63504.84,Net 60
11650,PO00011650,V4272,DC013,506,2024-03-09,2024-03-14,Received,Regular,489,40,7.44,3638.16,Net 60
11651,PO00011651,V1455,DC021,890,2024-10-29,2024-11-17,Open,Direct Import,1134,94,194.57,220642.38,Net 45
11652,PO00011652,V4401,DC003,113,2024-12-17,2024-12-21,Received,Direct Import,659,54,68.04,44838.36,Net 45
11653,PO00011653,V1318,DC017,706,2024-12-18,2025-01-07,Received,Regular,113,9,39.35,4446.55,Net 30
11654,PO00011654,V2004,DC025,565,2024-12-27,2025-01-16,Received,Cross-Dock,921,76,108.32,99762.72,Net 60
11655,PO00011655,V3210,DC005,305,2024-12-24,2025-01-07,Open,Regular,547,45,52.49,28712.03,Net 45
11656,PO00011656,V1765,DC023,188,2024-11-08,2024-11-19,Shipped,Regular,549,45,20.8,11419.2,Net 30
11657,PO00011657,V1059,DC019,450,2024-07-08,2024-07-14,Received,Regular,1287,107,94.96,122213.52,2/10 Net 30
11658,PO00011658,V4301,DC009,396,2024-02-26,2024-03-04,Received,Cross-Dock,520,43,9.58,4981.6,2/10 Net 30
11659,PO00011659,V3681,DC002,66,2024-03-26,2024-04-12,Received,Regular,883,73,144.63,127708.29,Net 60
11660,PO00011660,V1528,DC025,714,2024-12-24,2025-01-11,Open,Direct Import,109,9,171.47,18690.23,Net 30
11661,PO00011661,V4954,DC025,45,2024-07-03,2024-07-10,Received,Regular,1196,99,87.38,104506.48,Net 30
11662,PO00011662,V1473,DC004,638,2024-06-21,2024-06-29,Shipped,Direct Import,1414,117,34.03,48118.42,Net 30
11663,PO00011663,V3988,DC014,925,2024-07-31,2024-08-07,Received,Regular,728,60,3.66,2664.48,Net 30
11664,PO00011664,V2087,DC021,20,2024-04-05,2024-04-23,Shipped,Regular,565,47,134.11,75772.15,Net 30
11665,PO00011665,V4934,DC003,377,2024-04-03,2024-04-08,Shipped,Regular,1084,90,18.02,19533.68,Net 45
11666,PO00011666,V1765,DC003,188,2024-09-05,2024-09-20,Received,Regular,939,78,20.8,19531.2,Net 45
11667,PO00011667,V4086,DC002,286,2024-01-06,2024-01-22,Received,Rush,461,38,138.27,63742.47,Net 60
11668,PO00011668,V1961,DC011,516,2024-01-15,2024-01-24,Shipped,Regular,794,66,12.22,9702.68,Net 45
11669,PO00011669,V2440,DC022,87,2024-04-26,2024-05-11,Shipped,Regular,977,81,193.7,189244.9,Net 30
11670,PO00011670,V4073,DC018,46,2024-02-07,2024-02-23,Received,Regular,995,82,56.15,55869.25,Net 45
11671,PO00011671,V2652,DC005,262,2024-09-12,2024-09-25,Confirmed,Regular,167,13,123.09,20556.03,2/10 Net 30
11672,PO00011672,V4352,DC017,242,2024-12-24,2024-12-28,Cancelled,Regular,412,34,110.94,45707.28,2/10 Net 30
11673,PO00011673,V3874,DC016,5,2024-01-25,2024-02-09,Received,Regular,769,64,71.38,54891.22,Net 60
11674,PO00011674,V4350,DC013,603,2024-08-01,2024-08-14,Confirmed,Regular,742,61,174.15,129219.3,2/10 Net 30
11675,PO00011675,V3447,DC008,477,2024-06-30,2024-07-17,Confirmed,Regular,778,64,28.23,21962.94,Net 45
11676,PO00011676,V4179,DC020,383,2024-01-04,2024-01-09,Received,Regular,231,19,177.57,41018.67,Net 60
11677,PO00011677,V1822,DC005,373,2024-11-06,2024-11-09,Confirmed,Regular,794,66,51.46,40859.24,Net 45
11678,PO00011678,V1528,DC004,714,2024-11-30,2024-12-10,Received,Regular,1383,115,171.47,237143.01,2/10 Net 30
11679,PO00011679,V1348,DC022,559,2024-08-29,2024-09-05,Received,Regular,903,75,129.21,116676.63,Net 45
11680,PO00011680,V4752,DC012,399,2024-05-23,2024-06-08,Received,Direct Import,858,71,115.69,99262.02,2/10 Net 30
11681,PO00011681,V3166,DC015,661,2024-04-10,2024-04-19,Received,Regular,16,1,164.36,2629.76,Net 60
11682,PO00011682,V2251,DC001,664,2024-08-10,2024-08-16,Shipped,Direct Import,585,48,127.31,74476.35,Net 30
11683,PO00011683,V1059,DC021,450,2024-06-21,2024-06-30,Received,Direct Import,429,35,94.96,40737.84,Net 60
11684,PO00011684,V1743,DC014,562,2024-09-16,2024-09-23,Received,Direct Import,1427,118,12.25,17480.75,Net 60
11685,PO00011685,V2462,DC006,794,2024-06-22,2024-06-25,Shipped,Regular,1310,109,99.24,130004.4,Net 45
11686,PO00011686,V3092,DC019,772,2024-03-25,2024-03-31,Confirmed,Direct Import,923,76,24.73,22825.79,Net 45
11687,PO00011687,V1842,DC019,560,2024-07-31,2024-08-07,Received,Regular,863,71,192.49,166118.87,Net 60
11688,PO00011688,V3949,DC001,842,2024-04-16,2024-04-22,Shipped,Direct Import,859,71,187.27,160864.93,Net 60
11689,PO00011689,V1644,DC007,323,2024-11-16,2024-11-26,Shipped,Rush,717,59,48.23,34580.91,Net 60
11690,PO00011690,V1795,DC025,50,2024-02-19,2024-02-26,Open,Rush,160,13,56.96,9113.6,Net 30
11691,PO00011691,V2621,DC007,351,2024-02-22,2024-03-06,Received,Direct Import,1308,109,158.98,207945.84,Net 45
11692,PO00011692,V2083,DC024,728,2024-09-16,2024-09-21,Received,Regular,1260,105,57.08,71920.8,Net 60
11693,PO00011693,V2780,DC005,426,2024-09-23,2024-10-13,Open,Regular,811,67,52.89,42893.79,2/10 Net 30
11694,PO00011694,V1376,DC013,429,2024-02-27,2024-03-12,Confirmed,Regular,310,25,39.02,12096.2,2/10 Net 30
11695,PO00011695,V4230,DC012,908,2024-11-27,2024-12-09,Received,Regular,412,34,196.24,80850.88,2/10 Net 30
11696,PO00011696,V1833,DC019,974,2024-01-22,2024-02-02,Confirmed,Regular,1427,118,142.63,203533.01,2/10 Net 30
11697,PO00011697,V3108,DC014,494,2024-02-03,2024-02-22,Received,Cross-Dock,886,73,131.72,116703.92,2/10 Net 30
11698,PO00011698,V4491,DC006,643,2024-11-27,2024-12-14,Shipped,Cross-Dock,549,45,21.76,11946.24,Net 30
11699,PO00011699,V2356,DC023,28,2024-05-23,2024-06-03,Received,Direct Import,56,4,136.06,7619.36,Net 60
11700,PO00011700,V1266,DC024,854,2024-12-24,2025-01-12,Open,Regular,432,36,167.62,72411.84,2/10 Net 30
11701,PO00011701,V1596,DC025,582,2024-06-30,2024-07-11,Received,Regular,403,33,116.94,47126.82,Net 45
11702,PO00011702,V1416,DC008,695,2024-10-05,2024-10-23,Received,Rush,1317,109,34.33,45212.61,Net 60
11703,PO00011703,V2851,DC021,592,2024-12-05,2024-12-24,Confirmed,Direct Import,1405,117,41.84,58785.2,2/10 Net 30
11704,PO00011704,V3855,DC024,570,2024-03-29,2024-04-18,Shipped,Regular,203,16,35.85,7277.55,2/10 Net 30
11705,PO00011705,V3041,DC017,60,2024-07-14,2024-07-18,Cancelled,Direct Import,1328,110,103.93,138019.04,2/10 Net 30
11706,PO00011706,V1579,DC004,190,2024-10-23,2024-11-11,Confirmed,Direct Import,299,24,23.83,7125.17,Net 30
11707,PO00011707,V2529,DC012,112,2024-07-22,2024-08-02,Received,Regular,207,17,9.19,1902.33,Net 60
11708,PO00011708,V2581,DC008,108,2024-06-09,2024-06-22,Confirmed,Regular,1128,94,79.59,89777.52,2/10 Net 30
11709,PO00011709,V4855,DC020,550,2024-11-12,2024-11-24,Open,Regular,830,69,25.2,20916.0,2/10 Net 30
11710,PO00011710,V4634,DC013,522,2024-07-05,2024-07-15,Received,Regular,894,74,153.77,137470.38,Net 30
11711,PO00011711,V3023,DC012,572,2024-02-05,2024-02-10,Shipped,Regular,374,31,174.05,65094.7,Net 30
11712,PO00011712,V4855,DC003,550,2024-02-29,2024-03-07,Shipped,Regular,1015,84,25.2,25578.0,Net 45
11713,PO00011713,V4059,DC010,701,2024-12-05,2024-12-19,Received,Rush,601,50,42.54,25566.54,Net 45
11714,PO00011714,V2283,DC024,428,2024-02-28,2024-03-02,Received,Regular,1151,95,135.7,156190.7,Net 30
11715,PO00011715,V1187,DC013,4,2024-01-24,2024-02-05,Confirmed,Regular,447,37,115.68,51708.96,Net 60
11716,PO00011716,V1266,DC002,854,2024-05-27,2024-06-04,Confirmed,Regular,152,12,167.62,25478.24,Net 60
11717,PO00011717,V2460,DC004,945,2024-09-26,2024-10-14,Received,Rush,1036,86,84.22,87251.92,Net 30
11718,PO00011718,V4793,DC023,219,2024-09-01,2024-09-20,Received,Regular,222,18,58.69,13029.18,Net 30
11719,PO00011719,V2746,DC024,406,2024-11-07,2024-11-15,Received,Regular,109,9,21.63,2357.67,2/10 Net 30
11720,PO00011720,V3331,DC010,615,2024-06-29,2024-07-07,Received,Regular,1282,106,158.36,203017.52,Net 45
11721,PO00011721,V2467,DC018,923,2024-03-23,2024-04-09,Received,Regular,1124,93,188.17,211503.08,2/10 Net 30
11722,PO00011722,V1842,DC016,560,2024-07-30,2024-08-15,Received,Direct Import,355,29,192.49,68333.95,2/10 Net 30
11723,PO00011723,V1263,DC006,37,2024-09-18,2024-09-25,Received,Rush,1293,107,138.94,179649.42,Net 45
11724,PO00011724,V1359,DC015,121,2024-03-09,2024-03-30,Shipped,Regular,822,68,34.94,28720.68,Net 60
11725,PO00011725,V4406,DC011,11,2024-06-12,2024-06-17,Confirmed,Direct Import,36,3,22.82,821.52,Net 60
11726,PO00011726,V3509,DC017,35,2024-04-24,2024-05-12,Shipped,Regular,876,73,190.03,166466.28,2/10 Net 30
11727,PO00011727,V1883,DC024,280,2024-07-30,2024-08-20,Shipped,Cross-Dock,779,64,24.59,19155.61,Net 60
11728,PO00011728,V4538,DC010,15,2024-07-03,2024-07-14,Confirmed,Regular,1219,101,71.18,86768.42,Net 60
11729,PO00011729,V2935,DC007,759,2024-11-30,2024-12-15,Received,Direct Import,991,82,0.7,693.7,Net 45
11730,PO00011730,V2268,DC004,976,2024-07-25,2024-07-28,Confirmed,Direct Import,79,6,142.18,11232.22,Net 45
11731,PO00011731,V4509,DC018,484,2024-04-15,2024-05-05,Open,Regular,1280,106,197.0,252160.0,Net 45
11732,PO00011732,V4260,DC002,32,2024-05-18,2024-05-26,Received,Regular,565,47,94.9,53618.5,Net 30
11733,PO00011733,V4986,DC025,883,2024-10-08,2024-10-12,Received,Regular,795,66,199.17,158340.15,Net 45
11734,PO00011734,V3447,DC025,477,2024-08-03,2024-08-19,Shipped,Regular,1057,88,28.23,29839.11,Net 60
11735,PO00011735,V3820,DC008,644,2024-08-24,2024-08-31,Confirmed,Regular,315,26,64.37,20276.55,2/10 Net 30
11736,PO00011736,V2530,DC006,149,2024-12-29,2025-01-04,Received,Regular,1377,114,91.27,125678.79,Net 30
11737,PO00011737,V2159,DC010,867,2024-09-22,2024-10-09,Shipped,Rush,1431,119,80.28,114880.68,Net 60
11738,PO00011738,V1834,DC009,658,2024-11-10,2024-11-17,Confirmed,Direct Import,1279,106,188.07,240541.53,2/10 Net 30
11739,PO00011739,V4372,DC001,851,2024-07-15,2024-07-19,Cancelled,Regular,604,50,125.24,75644.96,2/10 Net 30
11740,PO00011740,V2988,DC019,501,2024-08-16,2024-09-06,Confirmed,Cross-Dock,1138,94,159.51,181522.38,Net 45
11741,PO00011741,V4178,DC015,6,2024-10-31,2024-11-12,Received,Cross-Dock,1246,103,137.08,170801.68,Net 60
11742,PO00011742,V3723,DC007,847,2024-01-30,2024-02-18,Shipped,Regular,957,79,102.59,98178.63,2/10 Net 30
11743,PO00011743,V2175,DC017,857,2024-03-22,2024-04-06,Received,Regular,451,37,62.44,28160.44,Net 45
11744,PO00011744,V4000,DC017,833,2024-09-17,2024-09-21,Received,Regular,550,45,101.15,55632.5,Net 30
11745,PO00011745,V1828,DC005,448,2024-11-14,2024-11-30,Confirmed,Rush,460,38,126.59,58231.4,Net 30
