forecast_id,forecast_date,store_id,item_id,dc_id,forecast_week,forecast_units,forecast_cases,ci_low,ci_high,actual_units,forecast_bias,mape,model_version
39349,2024-10-06,10,891,DC015,40,19,1,15,22,15,-4,26.67,v1.6
39350,2024-10-06,10,441,DC025,40,24,2,19,28,21,-3,14.29,v2.6
39351,2024-10-06,46,731,DC020,40,28,2,22,33,24,-4,16.67,v1.0
39352,2024-10-06,46,648,DC018,40,26,2,20,31,30,4,13.33,v2.1
39353,2024-10-06,46,207,DC005,40,17,1,13,20,18,1,5.56,v3.7
39354,2024-10-06,46,10,DC004,40,22,1,17,26,20,-2,10.0,v2.8
39355,2024-10-06,46,236,DC012,40,19,1,15,22,16,-3,18.75,v3.0
39356,2024-10-06,46,626,DC012,40,17,1,13,20,16,-1,6.25,v2.7
39357,2024-10-06,46,876,DC006,40,18,1,14,21,16,-2,12.5,v2.4
39358,2024-10-06,46,142,DC023,40,19,1,15,22,16,-3,18.75,v2.6
39359,2024-10-06,46,535,DC018,40,18,1,14,21,16,-2,12.5,v2.1
39360,2024-10-06,46,493,DC017,40,21,1,16,25,25,4,16.0,v2.2
39361,2024-10-06,46,13,DC007,40,16,1,12,19,18,2,11.11,v1.9
39362,2024-10-06,46,657,DC021,40,21,1,16,25,22,1,4.55,v1.7
39363,2024-10-06,46,319,DC017,40,24,2,19,28,25,1,4.0,v3.4
39364,2024-10-06,46,894,DC003,40,14,1,11,16,15,1,6.67,v1.7
39365,2024-10-06,46,719,DC001,40,17,1,13,20,17,0,0.0,v1.7
39366,2024-10-06,46,78,DC002,40,15,1,12,18,15,0,0.0,v3.0
39367,2024-10-06,46,44,DC009,40,23,1,18,27,21,-2,9.52,v2.8
39368,2024-10-06,46,946,DC021,40,16,1,12,19,12,-4,33.33,v2.6
39369,2024-10-06,46,889,DC024,40,32,2,25,38,30,-2,6.67,v1.8
39370,2024-10-06,46,945,DC010,40,19,1,15,22,22,3,13.64,v2.0
39371,2024-10-06,46,724,DC014,40,21,1,16,25,21,0,0.0,v1.6
39372,2024-10-06,46,662,DC025,40,24,2,19,28,27,3,11.11,v2.5
39373,2024-10-06,46,389,DC003,40,20,1,16,24,23,3,13.04,v1.0
39374,2024-10-06,46,182,DC016,40,21,1,16,25,23,2,8.7,v1.4
39375,2024-10-06,46,405,DC001,40,17,1,13,20,19,2,10.53,v2.3
39376,2024-10-06,46,440,DC021,40,27,2,21,32,29,2,6.9,v2.3
39377,2024-10-06,46,265,DC015,40,16,1,12,19,15,-1,6.67,v3.9
39378,2024-10-06,46,969,DC024,40,19,1,15,22,21,2,9.52,v3.0
39379,2024-10-06,46,21,DC008,40,25,2,20,30,20,-5,25.0,v3.1
39380,2024-10-06,46,996,DC001,40,21,1,16,25,24,3,12.5,v1.8
39381,2024-10-06,46,830,DC013,40,11,1,8,13,11,0,0.0,v1.0
39382,2024-10-06,46,468,DC006,40,25,2,20,30,27,2,7.41,v1.8
39383,2024-10-06,46,554,DC016,40,19,1,15,22,21,2,9.52,v3.2
39384,2024-10-06,46,489,DC021,40,20,1,16,24,18,-2,11.11,v3.1
39385,2024-10-06,46,852,DC020,40,21,1,16,25,17,-4,23.53,v1.2
39386,2024-10-06,46,218,DC021,40,12,1,9,14,10,-2,20.0,v3.2
39387,2024-10-06,46,456,DC020,40,21,1,16,25,20,-1,5.0,v3.0
39388,2024-10-06,46,20,DC018,40,22,1,17,26,17,-5,29.41,v2.7
39389,2024-10-06,46,887,DC014,40,16,1,12,19,12,-4,33.33,v3.5
39390,2024-10-06,46,164,DC010,40,21,1,16,25,16,-5,31.25,v3.1
39391,2024-10-06,46,979,DC005,40,19,1,15,22,20,1,5.0,v1.6
39392,2024-10-06,46,701,DC017,40,18,1,14,21,19,1,5.26,v3.9
39393,2024-10-06,46,195,DC003,40,20,1,16,24,23,3,13.04,v3.5
39394,2024-10-06,46,501,DC006,40,20,1,16,24,20,0,0.0,v1.7
39395,2024-10-06,46,879,DC016,40,14,1,11,16,15,1,6.67,v1.9
39396,2024-10-06,46,704,DC002,40,19,1,15,22,15,-4,26.67,v1.5
39397,2024-10-06,46,139,DC013,40,20,1,16,24,18,-2,11.11,v2.9
39398,2024-10-06,46,998,DC003,40,22,1,17,26,25,3,12.0,v3.1
39399,2024-10-06,46,891,DC018,40,25,2,20,30,26,1,3.85,v3.0
39400,2024-10-06,46,441,DC009,40,27,2,21,32,31,4,12.9,v1.4
39401,2024-10-06,31,731,DC006,40,14,1,11,16,13,-1,7.69,v2.5
39402,2024-10-06,31,648,DC007,40,24,2,19,28,21,-3,14.29,v1.2
39403,2024-10-06,31,207,DC004,40,18,1,14,21,15,-3,20.0,v3.1
39404,2024-10-06,31,10,DC023,40,15,1,12,18,15,0,0.0,v3.5
39405,2024-10-06,31,236,DC025,40,22,1,17,26,25,3,12.0,v2.1
39406,2024-10-06,31,626,DC014,40,22,1,17,26,20,-2,10.0,v1.7
39407,2024-10-06,31,876,DC021,40,12,1,9,14,13,1,7.69,v3.4
39408,2024-10-06,31,142,DC018,40,17,1,13,20,16,-1,6.25,v2.1
39409,2024-10-06,31,535,DC004,40,28,2,22,33,23,-5,21.74,v3.0
39410,2024-10-06,31,493,DC019,40,17,1,13,20,15,-2,13.33,v1.6
39411,2024-10-06,31,13,DC008,40,19,1,15,22,16,-3,18.75,v1.4
39412,2024-10-06,31,657,DC003,40,21,1,16,25,18,-3,16.67,v1.1
39413,2024-10-06,31,319,DC015,40,17,1,13,20,15,-2,13.33,v1.5
39414,2024-10-06,31,894,DC009,40,18,1,14,21,15,-3,20.0,v3.0
39415,2024-10-06,31,719,DC018,40,19,1,15,22,20,1,5.0,v2.9
39416,2024-10-06,31,78,DC016,40,16,1,12,19,17,1,5.88,v1.1
39417,2024-10-06,31,44,DC019,40,15,1,12,18,14,-1,7.14,v2.2
39418,2024-10-06,31,946,DC012,40,17,1,13,20,16,-1,6.25,v2.1
39419,2024-10-06,31,889,DC010,40,16,1,12,19,14,-2,14.29,v3.2
39420,2024-10-06,31,945,DC013,40,18,1,14,21,20,2,10.0,v2.4
39421,2024-10-06,31,724,DC017,40,21,1,16,25,23,2,8.7,v1.1
39422,2024-10-06,31,662,DC010,40,15,1,12,18,15,0,0.0,v1.9
39423,2024-10-06,31,389,DC025,40,13,1,10,15,13,0,0.0,v3.0
39424,2024-10-06,31,182,DC008,40,19,1,15,22,19,0,0.0,v2.3
39425,2024-10-06,31,405,DC008,40,20,1,16,24,17,-3,17.65,v2.4
39426,2024-10-06,31,440,DC018,40,16,1,12,19,14,-2,14.29,v2.0
39427,2024-10-06,31,265,DC009,40,10,1,8,12,8,-2,25.0,v3.4
39428,2024-10-06,31,969,DC021,40,16,1,12,19,18,2,11.11,v1.8
39429,2024-10-06,31,21,DC004,40,17,1,13,20,19,2,10.53,v1.4
39430,2024-10-06,31,996,DC009,40,14,1,11,16,12,-2,16.67,v3.8
39431,2024-10-06,31,830,DC003,40,30,2,24,36,34,4,11.76,v1.8
39432,2024-10-06,31,468,DC004,40,22,1,17,26,18,-4,22.22,v3.3
39433,2024-10-06,31,554,DC013,40,22,1,17,26,20,-2,10.0,v1.9
39434,2024-10-06,31,489,DC018,40,30,2,24,36,34,4,11.76,v3.5
39435,2024-10-06,31,852,DC012,40,22,1,17,26,24,2,8.33,v2.0
39436,2024-10-06,31,218,DC011,40,12,1,9,14,11,-1,9.09,v2.3
39437,2024-10-06,31,456,DC005,40,23,1,18,27,21,-2,9.52,v1.3
39438,2024-10-06,31,20,DC011,40,15,1,12,18,14,-1,7.14,v3.1
39439,2024-10-06,31,887,DC025,40,20,1,16,24,16,-4,25.0,v3.4
39440,2024-10-06,31,164,DC022,40,18,1,14,21,17,-1,5.88,v2.2
39441,2024-10-06,31,979,DC009,40,23,1,18,27,19,-4,21.05,v1.7
39442,2024-10-06,31,701,DC013,40,20,1,16,24,21,1,4.76,v2.2
39443,2024-10-06,31,195,DC022,40,19,1,15,22,17,-2,11.76,v3.9
39444,2024-10-06,31,501,DC025,40,21,1,16,25,20,-1,5.0,v1.2
39445,2024-10-06,31,879,DC018,40,21,1,16,25,24,3,12.5,v1.9
39446,2024-10-06,31,704,DC016,40,21,1,16,25,18,-3,16.67,v3.3
39447,2024-10-06,31,139,DC010,40,20,1,16,24,16,-4,25.0,v3.6
39448,2024-10-06,31,998,DC016,40,18,1,14,21,18,0,0.0,v2.3
39449,2024-10-06,31,891,DC002,40,18,1,14,21,14,-4,28.57,v2.9
39450,2024-10-06,31,441,DC003,40,20,1,16,24,16,-4,25.0,v2.3
39451,2024-10-06,26,731,DC008,40,28,2,22,33,33,5,15.15,v1.8
39452,2024-10-06,26,648,DC004,40,22,1,17,26,19,-3,15.79,v2.4
39453,2024-10-06,26,207,DC018,40,23,1,18,27,21,-2,9.52,v3.6
39454,2024-10-06,26,10,DC004,40,21,1,16,25,19,-2,10.53,v3.2
39455,2024-10-06,26,236,DC007,40,18,1,14,21,17,-1,5.88,v2.6
39456,2024-10-06,26,626,DC017,40,26,2,20,31,28,2,7.14,v1.0
39457,2024-10-06,26,876,DC013,40,24,2,19,28,28,4,14.29,v2.1
39458,2024-10-06,26,142,DC001,40,26,2,20,31,21,-5,23.81,v2.3
39459,2024-10-06,26,535,DC016,40,14,1,11,16,11,-3,27.27,v1.5
39460,2024-10-06,26,493,DC007,40,21,1,16,25,18,-3,16.67,v3.9
39461,2024-10-06,26,13,DC012,40,15,1,12,18,16,1,6.25,v3.5
39462,2024-10-06,26,657,DC001,40,20,1,16,24,23,3,13.04,v3.3
39463,2024-10-06,26,319,DC011,40,19,1,15,22,21,2,9.52,v1.9
39464,2024-10-06,26,894,DC011,40,18,1,14,21,17,-1,5.88,v3.7
39465,2024-10-06,26,719,DC020,40,25,2,20,30,25,0,0.0,v1.2
39466,2024-10-06,26,78,DC018,40,18,1,14,21,14,-4,28.57,v1.0
39467,2024-10-06,26,44,DC023,40,23,1,18,27,23,0,0.0,v3.4
39468,2024-10-06,26,946,DC010,40,20,1,16,24,16,-4,25.0,v1.9
39469,2024-10-06,26,889,DC016,40,26,2,20,31,23,-3,13.04,v2.8
39470,2024-10-06,26,945,DC006,40,16,1,12,19,16,0,0.0,v1.3
39471,2024-10-06,26,724,DC005,40,13,1,10,15,11,-2,18.18,v2.1
39472,2024-10-06,26,662,DC020,40,24,2,19,28,22,-2,9.09,v1.5
39473,2024-10-06,26,389,DC006,40,21,1,16,25,25,4,16.0,v1.5
39474,2024-10-06,26,182,DC018,40,25,2,20,30,26,1,3.85,v2.1
39475,2024-10-06,26,405,DC025,40,27,2,21,32,23,-4,17.39,v2.0
39476,2024-10-06,26,440,DC022,40,12,1,9,14,12,0,0.0,v3.3
39477,2024-10-06,26,265,DC016,40,25,2,20,30,29,4,13.79,v1.1
39478,2024-10-06,26,969,DC011,40,15,1,12,18,17,2,11.76,v3.7
39479,2024-10-06,26,21,DC011,40,30,2,24,36,30,0,0.0,v3.8
39480,2024-10-06,26,996,DC005,40,31,2,24,37,25,-6,24.0,v1.3
39481,2024-10-06,26,830,DC001,40,18,1,14,21,17,-1,5.88,v1.8
39482,2024-10-06,26,468,DC010,40,16,1,12,19,14,-2,14.29,v3.9
39483,2024-10-06,26,554,DC008,40,19,1,15,22,17,-2,11.76,v3.6
39484,2024-10-06,26,489,DC013,40,19,1,15,22,22,3,13.64,v2.0
39485,2024-10-06,26,852,DC011,40,12,1,9,14,10,-2,20.0,v3.2
39486,2024-10-06,26,218,DC012,40,21,1,16,25,25,4,16.0,v2.3
39487,2024-10-06,26,456,DC021,40,23,1,18,27,24,1,4.17,v3.0
39488,2024-10-06,26,20,DC023,40,26,2,20,31,30,4,13.33,v3.5
39489,2024-10-06,26,887,DC012,40,15,1,12,18,12,-3,25.0,v3.9
39490,2024-10-06,26,164,DC016,40,16,1,12,19,17,1,5.88,v2.7
39491,2024-10-06,26,979,DC005,40,21,1,16,25,18,-3,16.67,v1.4
39492,2024-10-06,26,701,DC010,40,13,1,10,15,11,-2,18.18,v1.3
39493,2024-10-06,26,195,DC001,40,23,1,18,27,19,-4,21.05,v2.1
39494,2024-10-06,26,501,DC013,40,19,1,15,22,22,3,13.64,v1.0
39495,2024-10-06,26,879,DC008,40,19,1,15,22,22,3,13.64,v2.8
39496,2024-10-06,26,704,DC006,40,24,2,19,28,20,-4,20.0,v2.1
39497,2024-10-06,26,139,DC009,40,25,2,20,30,23,-2,8.7,v3.1
39498,2024-10-06,26,998,DC018,40,19,1,15,22,16,-3,18.75,v1.6
39499,2024-10-06,26,891,DC005,40,17,1,13,20,15,-2,13.33,v1.0
39500,2024-10-06,26,441,DC023,40,17,1,13,20,18,1,5.56,v2.1
39501,2024-10-06,7,731,DC002,40,18,1,14,21,18,0,0.0,v2.6
39502,2024-10-06,7,648,DC022,40,23,1,18,27,26,3,11.54,v1.9
39503,2024-10-06,7,207,DC005,40,15,1,12,18,13,-2,15.38,v3.6
39504,2024-10-06,7,10,DC009,40,13,1,10,15,12,-1,8.33,v1.9
39505,2024-10-06,7,236,DC021,40,28,2,22,33,28,0,0.0,v1.7
39506,2024-10-06,7,626,DC008,40,30,2,24,36,29,-1,3.45,v2.7
39507,2024-10-06,7,876,DC006,40,19,1,15,22,18,-1,5.56,v3.5
39508,2024-10-06,7,142,DC020,40,25,2,20,30,28,3,10.71,v2.0
39509,2024-10-06,7,535,DC002,40,17,1,13,20,14,-3,21.43,v2.9
39510,2024-10-06,7,493,DC005,40,20,1,16,24,22,2,9.09,v2.9
39511,2024-10-06,7,13,DC009,40,19,1,15,22,22,3,13.64,v3.8
39512,2024-10-06,7,657,DC010,40,15,1,12,18,17,2,11.76,v3.8
39513,2024-10-06,7,319,DC022,40,19,1,15,22,18,-1,5.56,v1.1
39514,2024-10-06,7,894,DC013,40,17,1,13,20,17,0,0.0,v1.8
39515,2024-10-06,7,719,DC018,40,21,1,16,25,22,1,4.55,v1.7
39516,2024-10-06,7,78,DC006,40,19,1,15,22,21,2,9.52,v2.5
39517,2024-10-06,7,44,DC015,40,15,1,12,18,14,-1,7.14,v2.2
39518,2024-10-06,7,946,DC011,40,20,1,16,24,19,-1,5.26,v2.1
39519,2024-10-06,7,889,DC023,40,23,1,18,27,19,-4,21.05,v2.7
39520,2024-10-06,7,945,DC001,40,22,1,17,26,18,-4,22.22,v3.2
39521,2024-10-06,7,724,DC022,40,24,2,19,28,26,2,7.69,v3.1
39522,2024-10-06,7,662,DC024,40,20,1,16,24,22,2,9.09,v1.3
39523,2024-10-06,7,389,DC022,40,14,1,11,16,14,0,0.0,v2.4
39524,2024-10-06,7,182,DC019,40,23,1,18,27,19,-4,21.05,v2.2
39525,2024-10-06,7,405,DC016,40,20,1,16,24,23,3,13.04,v3.2
39526,2024-10-06,7,440,DC018,40,19,1,15,22,19,0,0.0,v1.3
39527,2024-10-06,7,265,DC006,40,15,1,12,18,17,2,11.76,v3.0
39528,2024-10-06,7,969,DC014,40,10,1,8,12,8,-2,25.0,v3.3
39529,2024-10-06,7,21,DC020,40,26,2,20,31,24,-2,8.33,v1.5
39530,2024-10-06,7,996,DC008,40,14,1,11,16,15,1,6.67,v2.6
39531,2024-10-06,7,830,DC014,40,20,1,16,24,21,1,4.76,v1.6
39532,2024-10-06,7,468,DC008,40,25,2,20,30,26,1,3.85,v3.0
39533,2024-10-06,7,554,DC008,40,13,1,10,15,13,0,0.0,v3.5
39534,2024-10-06,7,489,DC017,40,26,2,20,31,24,-2,8.33,v1.9
39535,2024-10-06,7,852,DC008,40,18,1,14,21,15,-3,20.0,v2.4
39536,2024-10-06,7,218,DC021,40,17,1,13,20,17,0,0.0,v3.0
39537,2024-10-06,7,456,DC022,40,23,1,18,27,23,0,0.0,v1.4
39538,2024-10-06,7,20,DC006,40,19,1,15,22,19,0,0.0,v1.9
39539,2024-10-06,7,887,DC009,40,21,1,16,25,20,-1,5.0,v1.6
39540,2024-10-06,7,164,DC006,40,17,1,13,20,19,2,10.53,v3.2
39541,2024-10-06,7,979,DC018,40,19,1,15,22,15,-4,26.67,v1.6
39542,2024-10-06,7,701,DC011,40,20,1,16,24,20,0,0.0,v3.5
39543,2024-10-06,7,195,DC005,40,20,1,16,24,19,-1,5.26,v1.7
39544,2024-10-06,7,501,DC006,40,15,1,12,18,16,1,6.25,v3.6
39545,2024-10-06,7,879,DC004,40,21,1,16,25,23,2,8.7,v2.0
39546,2024-10-06,7,704,DC005,40,25,2,20,30,26,1,3.85,v3.8
39547,2024-10-06,7,139,DC015,40,26,2,20,31,23,-3,13.04,v3.4
39548,2024-10-06,7,998,DC023,40,20,1,16,24,22,2,9.09,v2.2
39549,2024-10-06,7,891,DC009,40,16,1,12,19,15,-1,6.67,v1.8
39550,2024-10-06,7,441,DC025,40,18,1,14,21,21,3,14.29,v1.8
39551,2024-10-06,8,731,DC008,40,13,1,10,15,13,0,0.0,v2.1
39552,2024-10-06,8,648,DC015,40,18,1,14,21,17,-1,5.88,v2.4
39553,2024-10-06,8,207,DC019,40,14,1,11,16,15,1,6.67,v2.7
39554,2024-10-06,8,10,DC017,40,22,1,17,26,22,0,0.0,v1.8
39555,2024-10-06,8,236,DC005,40,22,1,17,26,22,0,0.0,v1.0
39556,2024-10-06,8,626,DC023,40,26,2,20,31,28,2,7.14,v3.5
39557,2024-10-06,8,876,DC014,40,19,1,15,22,19,0,0.0,v3.3
39558,2024-10-06,8,142,DC010,40,20,1,16,24,16,-4,25.0,v2.3
39559,2024-10-06,8,535,DC009,40,22,1,17,26,19,-3,15.79,v1.2
39560,2024-10-06,8,493,DC012,40,21,1,16,25,23,2,8.7,v3.1
39561,2024-10-06,8,13,DC010,40,14,1,11,16,11,-3,27.27,v1.7
39562,2024-10-06,8,657,DC011,40,22,1,17,26,20,-2,10.0,v1.1
39563,2024-10-06,8,319,DC017,40,26,2,20,31,24,-2,8.33,v3.5
39564,2024-10-06,8,894,DC021,40,12,1,9,14,14,2,14.29,v2.6
39565,2024-10-06,8,719,DC013,40,23,1,18,27,25,2,8.0,v3.8
39566,2024-10-06,8,78,DC013,40,10,1,8,12,9,-1,11.11,v3.6
39567,2024-10-06,8,44,DC018,40,18,1,14,21,20,2,10.0,v2.4
39568,2024-10-06,8,946,DC002,40,18,1,14,21,20,2,10.0,v3.3
39569,2024-10-06,8,889,DC011,40,23,1,18,27,18,-5,27.78,v2.6
39570,2024-10-06,8,945,DC019,40,28,2,22,33,30,2,6.67,v1.7
39571,2024-10-06,8,724,DC012,40,35,2,28,42,32,-3,9.38,v1.7
39572,2024-10-06,8,662,DC009,40,14,1,11,16,12,-2,16.67,v1.6
39573,2024-10-06,8,389,DC017,40,14,1,11,16,13,-1,7.69,v1.8
39574,2024-10-06,8,182,DC018,40,20,1,16,24,20,0,0.0,v3.6
39575,2024-10-06,8,405,DC003,40,15,1,12,18,12,-3,25.0,v2.9
39576,2024-10-06,8,440,DC002,40,11,1,8,13,8,-3,37.5,v1.3
39577,2024-10-06,8,265,DC005,40,23,1,18,27,26,3,11.54,v2.8
39578,2024-10-06,8,969,DC007,40,19,1,15,22,15,-4,26.67,v1.3
39579,2024-10-06,8,21,DC008,40,22,1,17,26,19,-3,15.79,v1.6
39580,2024-10-06,8,996,DC012,40,27,2,21,32,24,-3,12.5,v3.6
39581,2024-10-06,8,830,DC015,40,23,1,18,27,23,0,0.0,v2.5
39582,2024-10-06,8,468,DC013,40,20,1,16,24,20,0,0.0,v1.1
39583,2024-10-06,8,554,DC012,40,17,1,13,20,14,-3,21.43,v2.9
39584,2024-10-06,8,489,DC018,40,27,2,21,32,29,2,6.9,v2.7
39585,2024-10-06,8,852,DC011,40,20,1,16,24,22,2,9.09,v1.0
39586,2024-10-06,8,218,DC022,40,17,1,13,20,16,-1,6.25,v2.7
39587,2024-10-06,8,456,DC006,40,23,1,18,27,25,2,8.0,v3.1
39588,2024-10-06,8,20,DC006,40,32,2,25,38,34,2,5.88,v2.3
39589,2024-10-06,8,887,DC022,40,17,1,13,20,19,2,10.53,v1.6
39590,2024-10-06,8,164,DC021,40,14,1,11,16,16,2,12.5,v1.4
39591,2024-10-06,8,979,DC018,40,24,2,19,28,23,-1,4.35,v1.7
39592,2024-10-06,8,701,DC025,40,18,1,14,21,17,-1,5.88,v1.7
39593,2024-10-06,8,195,DC003,40,17,1,13,20,17,0,0.0,v2.3
39594,2024-10-06,8,501,DC018,40,21,1,16,25,17,-4,23.53,v2.1
39595,2024-10-06,8,879,DC019,40,14,1,11,16,14,0,0.0,v3.2
39596,2024-10-06,8,704,DC021,40,17,1,13,20,15,-2,13.33,v2.2
39597,2024-10-06,8,139,DC001,40,29,2,23,34,27,-2,7.41,v2.8
39598,2024-10-06,8,998,DC011,40,14,1,11,16,11,-3,27.27,v1.7
39599,2024-10-06,8,891,DC003,40,24,2,19,28,25,1,4.0,v1.8
39600,2024-10-06,8,441,DC008,40,22,1,17,26,20,-2,10.0,v1.3
39601,2024-10-06,27,731,DC008,40,24,2,19,28,28,4,14.29,v3.9
39602,2024-10-06,27,648,DC013,40,17,1,13,20,19,2,10.53,v3.3
39603,2024-10-06,27,207,DC024,40,34,2,27,40,37,3,8.11,v3.5
39604,2024-10-06,27,10,DC017,40,23,1,18,27,25,2,8.0,v1.6
39605,2024-10-06,27,236,DC008,40,15,1,12,18,12,-3,25.0,v2.5
39606,2024-10-06,27,626,DC004,40,17,1,13,20,20,3,15.0,v2.3
39607,2024-10-06,27,876,DC002,40,24,2,19,28,27,3,11.11,v1.6
39608,2024-10-06,27,142,DC015,40,17,1,13,20,18,1,5.56,v1.1
39609,2024-10-06,27,535,DC018,40,21,1,16,25,19,-2,10.53,v2.9
39610,2024-10-06,27,493,DC013,40,15,1,12,18,15,0,0.0,v3.6
39611,2024-10-06,27,13,DC020,40,19,1,15,22,17,-2,11.76,v2.9
39612,2024-10-06,27,657,DC002,40,16,1,12,19,16,0,0.0,v2.8
39613,2024-10-06,27,319,DC018,40,17,1,13,20,16,-1,6.25,v1.1
39614,2024-10-06,27,894,DC022,40,19,1,15,22,21,2,9.52,v3.3
39615,2024-10-06,27,719,DC020,40,21,1,16,25,23,2,8.7,v2.8
39616,2024-10-06,27,78,DC015,40,17,1,13,20,19,2,10.53,v2.8
39617,2024-10-06,27,44,DC018,40,27,2,21,32,24,-3,12.5,v3.8
39618,2024-10-06,27,946,DC022,40,15,1,12,18,14,-1,7.14,v3.7
39619,2024-10-06,27,889,DC020,40,14,1,11,16,15,1,6.67,v2.2
39620,2024-10-06,27,945,DC011,40,20,1,16,24,18,-2,11.11,v3.4
39621,2024-10-06,27,724,DC016,40,24,2,19,28,25,1,4.0,v3.0
39622,2024-10-06,27,662,DC021,40,18,1,14,21,16,-2,12.5,v2.8
39623,2024-10-06,27,389,DC004,40,18,1,14,21,17,-1,5.88,v3.9
39624,2024-10-06,27,182,DC020,40,22,1,17,26,23,1,4.35,v1.3
39625,2024-10-06,27,405,DC002,40,21,1,16,25,21,0,0.0,v1.4
39626,2024-10-06,27,440,DC017,40,22,1,17,26,23,1,4.35,v1.3
39627,2024-10-06,27,265,DC020,40,13,1,10,15,10,-3,30.0,v2.7
39628,2024-10-06,27,969,DC012,40,15,1,12,18,13,-2,15.38,v1.6
39629,2024-10-06,27,21,DC004,40,17,1,13,20,13,-4,30.77,v1.9
39630,2024-10-06,27,996,DC013,40,17,1,13,20,16,-1,6.25,v2.7
39631,2024-10-06,27,830,DC013,40,22,1,17,26,18,-4,22.22,v1.8
39632,2024-10-06,27,468,DC001,40,31,2,24,37,31,0,0.0,v1.0
39633,2024-10-06,27,554,DC008,40,15,1,12,18,16,1,6.25,v3.6
39634,2024-10-06,27,489,DC020,40,20,1,16,24,17,-3,17.65,v2.6
39635,2024-10-06,27,852,DC019,40,11,1,8,13,12,1,8.33,v3.4
39636,2024-10-06,27,218,DC020,40,24,2,19,28,22,-2,9.09,v1.4
39637,2024-10-06,27,456,DC009,40,20,1,16,24,20,0,0.0,v1.7
39638,2024-10-06,27,20,DC015,40,27,2,21,32,25,-2,8.0,v3.4
39639,2024-10-06,27,887,DC025,40,14,1,11,16,12,-2,16.67,v1.6
39640,2024-10-06,27,164,DC007,40,30,2,24,36,29,-1,3.45,v3.1
39641,2024-10-06,27,979,DC005,40,20,1,16,24,21,1,4.76,v2.4
39642,2024-10-06,27,701,DC002,40,13,1,10,15,10,-3,30.0,v2.0
39643,2024-10-06,27,195,DC013,40,13,1,10,15,11,-2,18.18,v1.1
39644,2024-10-06,27,501,DC005,40,23,1,18,27,21,-2,9.52,v1.4
39645,2024-10-06,27,879,DC002,40,17,1,13,20,17,0,0.0,v2.2
39646,2024-10-06,27,704,DC015,40,18,1,14,21,17,-1,5.88,v3.7
39647,2024-10-06,27,139,DC019,40,24,2,19,28,20,-4,20.0,v3.5
39648,2024-10-06,27,998,DC023,40,18,1,14,21,18,0,0.0,v1.6
39649,2024-10-06,27,891,DC010,40,16,1,12,19,14,-2,14.29,v3.5
39650,2024-10-06,27,441,DC016,40,19,1,15,22,17,-2,11.76,v3.1
39651,2024-10-06,35,731,DC004,40,23,1,18,27,21,-2,9.52,v3.8
39652,2024-10-06,35,648,DC008,40,27,2,21,32,22,-5,22.73,v2.7
39653,2024-10-06,35,207,DC023,40,24,2,19,28,26,2,7.69,v2.3
39654,2024-10-06,35,10,DC003,40,21,1,16,25,23,2,8.7,v2.2
39655,2024-10-06,35,236,DC006,40,22,1,17,26,25,3,12.0,v1.6
39656,2024-10-06,35,626,DC001,40,22,1,17,26,25,3,12.0,v2.9
39657,2024-10-06,35,876,DC007,40,18,1,14,21,20,2,10.0,v1.0
39658,2024-10-06,35,142,DC015,40,19,1,15,22,15,-4,26.67,v2.2
39659,2024-10-06,35,535,DC022,40,19,1,15,22,18,-1,5.56,v2.9
39660,2024-10-06,35,493,DC025,40,22,1,17,26,22,0,0.0,v2.4
39661,2024-10-06,35,13,DC003,40,22,1,17,26,25,3,12.0,v1.1
39662,2024-10-06,35,657,DC023,40,20,1,16,24,22,2,9.09,v1.2
39663,2024-10-06,35,319,DC018,40,25,2,20,30,25,0,0.0,v1.5
39664,2024-10-06,35,894,DC012,40,20,1,16,24,17,-3,17.65,v3.5
39665,2024-10-06,35,719,DC008,40,19,1,15,22,21,2,9.52,v2.6
39666,2024-10-06,35,78,DC021,40,23,1,18,27,25,2,8.0,v2.6
39667,2024-10-06,35,44,DC004,40,26,2,20,31,29,3,10.34,v2.2
39668,2024-10-06,35,946,DC014,40,18,1,14,21,16,-2,12.5,v3.6
39669,2024-10-06,35,889,DC002,40,15,1,12,18,15,0,0.0,v2.2
39670,2024-10-06,35,945,DC013,40,21,1,16,25,17,-4,23.53,v3.9
39671,2024-10-06,35,724,DC016,40,19,1,15,22,16,-3,18.75,v2.2
39672,2024-10-06,35,662,DC018,40,20,1,16,24,22,2,9.09,v1.0
39673,2024-10-06,35,389,DC010,40,17,1,13,20,19,2,10.53,v1.2
39674,2024-10-06,35,182,DC013,40,20,1,16,24,23,3,13.04,v2.2
39675,2024-10-06,35,405,DC002,40,15,1,12,18,13,-2,15.38,v3.0
39676,2024-10-06,35,440,DC011,40,23,1,18,27,20,-3,15.0,v2.5
39677,2024-10-06,35,265,DC025,40,19,1,15,22,15,-4,26.67,v3.6
39678,2024-10-06,35,969,DC021,40,20,1,16,24,19,-1,5.26,v1.1
39679,2024-10-06,35,21,DC021,40,18,1,14,21,21,3,14.29,v1.3
39680,2024-10-06,35,996,DC015,40,20,1,16,24,16,-4,25.0,v2.0
39681,2024-10-06,35,830,DC023,40,19,1,15,22,15,-4,26.67,v2.1
39682,2024-10-06,35,468,DC013,40,7,1,5,8,8,1,12.5,v2.5
39683,2024-10-06,35,554,DC008,40,29,2,23,34,24,-5,20.83,v2.8
