promo_id,fiscal_week,week_start_date,sku_id,brand_id,retailer_id,promo_type,planned_discount_pct,actual_discount_pct,planned_stores,compliant_stores,compliance_pct,volume_lift_factor,incremental_units,promo_spend_dollars,is_holiday_promo,occasion
4264,50,2024-12-09,SK056,B16,R09,Feature + Display,27.0,27.0,19000,14288,75.2,1.69,295,236954.7,True,Christmas
4265,36,2024-09-02,SK056,B16,R09,TPR + Feature,9.0,9.0,19000,12616,66.4,1.25,731,394924.5,False,
4266,1,2024-01-01,SK056,B16,R09,Feature + Display,12.0,12.0,19000,11666,61.4,1.67,646,475608.0,False,
4267,10,2024-03-04,SK056,B16,R09,TPR + Feature,16.0,15.0,19000,9956,52.4,1.59,934,620555.2,False,
4268,38,2024-09-16,SK056,B16,R09,TPR,29.0,30.0,19000,10754,56.6,1.01,718,665001.9,False,
4269,17,2024-04-22,SK056,B16,R09,Display,23.0,21.0,19000,11248,59.2,1.2,534,1022274.1,False,
4270,30,2024-07-22,SK056,B16,R09,Feature + Display,16.0,14.0,19000,13718,72.2,1.73,565,801739.2,False,
4271,34,2024-08-19,SK056,B16,R09,Feature,11.0,11.0,19000,10830,57.0,1.66,195,137020.4,False,
4272,26,2024-06-24,SK056,B16,R09,Display,25.0,26.0,19000,11381,59.9,1.33,554,983772.5,False,
4273,29,2024-07-15,SK056,B16,R10,Feature + Display,22.0,20.0,500,330,66.0,1.98,426,9014.5,False,
4274,17,2024-04-22,SK056,B16,R10,Feature,9.0,9.0,500,293,58.6,1.59,34,6503.85,False,
4275,41,2024-10-07,SK056,B16,R10,TPR,10.0,9.0,500,310,62.1,1.43,458,7003.0,False,
4276,4,2024-01-22,SK057,B17,R01,TPR,24.0,23.0,4600,2953,64.2,1.22,5909,594172.8,True,Super Bowl
4277,16,2024-04-15,SK057,B17,R01,TPR,17.0,18.0,4600,3431,74.6,1.43,5532,282919.78,False,
4278,15,2024-04-08,SK057,B17,R01,Display,19.0,19.0,4600,2571,55.9,1.1,965,133276.26,False,
4279,41,2024-10-07,SK057,B17,R01,Feature + Display,31.0,27.0,4600,2313,50.3,1.42,3443,102329.76,False,
4280,13,2024-03-25,SK057,B17,R01,Feature,29.0,28.0,4600,3174,69.0,1.33,2226,658128.9,False,
4281,17,2024-04-22,SK057,B17,R01,TPR,29.0,27.0,4600,3284,71.4,1.16,2075,414820.64,False,
4282,42,2024-10-14,SK057,B17,R01,TPR,9.0,8.0,4600,2369,51.5,1.15,3464,186916.86,False,
4283,12,2024-03-18,SK057,B17,R01,Feature + Display,26.0,26.0,4600,2585,56.2,1.43,842,457733.12,False,
4284,3,2024-01-15,SK057,B17,R01,Display,9.0,8.0,4600,2502,54.4,1.13,4594,226528.38,False,
4285,28,2024-07-08,SK057,B17,R02,Feature + Display,23.0,22.0,2800,1853,66.2,1.38,819,348526.36,False,
4286,35,2024-08-26,SK057,B17,R02,Display,19.0,17.0,2800,1716,61.3,1.49,2047,200425.68,True,Back to School
4287,9,2024-02-26,SK057,B17,R02,Feature,27.0,25.0,2800,2010,71.8,1.41,3283,413660.52,True,Valentine's Day
4288,31,2024-07-29,SK057,B17,R02,Feature + Display,14.0,14.0,2800,1663,59.4,1.37,3527,179328.24,False,
4289,32,2024-08-05,SK057,B17,R02,Feature,28.0,28.0,2800,2377,84.9,1.52,4438,428981.28,False,
4290,50,2024-12-09,SK057,B17,R02,Feature + Display,25.0,22.0,2800,1766,63.1,1.5,1596,391391.0,True,Christmas
4291,46,2024-11-11,SK057,B17,R02,TPR,15.0,13.0,2800,1797,64.2,1.13,1495,27627.6,False,
4292,41,2024-10-07,SK057,B17,R02,Feature + Display,13.0,13.0,2800,1730,61.8,1.54,219,143663.52,False,
4293,51,2024-12-16,SK057,B17,R02,TPR + Feature,31.0,27.0,2800,1920,68.6,1.29,3400,158314.52,False,
4294,48,2024-11-25,SK057,B17,R02,TPR,20.0,20.0,2800,1559,55.7,1.07,1427,244462.4,True,Black Friday
4295,20,2024-05-13,SK057,B17,R02,Feature,25.0,21.0,2800,1638,58.5,1.44,3409,318136.0,False,
4296,18,2024-04-29,SK057,B17,R03,Feature,27.0,25.0,1900,1195,62.9,1.52,3062,79761.24,True,Cinco de Mayo
4297,50,2024-12-09,SK057,B17,R03,Feature,19.0,18.0,1900,1147,60.4,1.5,2017,196448.98,True,Christmas
4298,51,2024-12-16,SK057,B17,R03,Feature,24.0,25.0,1900,1337,70.4,1.15,466,175883.76,False,
4299,6,2024-02-05,SK057,B17,R03,Feature,8.0,8.0,1900,1233,64.9,1.62,2677,11816.48,False,
4300,12,2024-03-18,SK057,B17,R03,Feature,21.0,18.0,1900,1265,66.6,1.62,54,33404.28,False,
4301,10,2024-03-04,SK057,B17,R03,Feature + Display,12.0,11.0,1900,1343,70.7,1.92,2550,47038.68,False,
4302,45,2024-11-04,SK057,B17,R03,Feature + Display,27.0,27.0,1900,1457,76.7,1.91,1117,251554.68,False,
4303,14,2024-04-01,SK057,B17,R03,TPR,18.0,18.0,1900,1320,69.5,1.34,1158,66467.7,True,Easter
4304,48,2024-11-25,SK057,B17,R03,Feature,15.0,13.0,1900,1354,71.3,1.34,1177,170430.0,True,Black Friday
4305,24,2024-06-10,SK057,B17,R03,TPR,17.0,17.0,1900,1318,69.4,1.39,2625,169975.52,False,
4306,33,2024-08-12,SK057,B17,R03,TPR,31.0,32.0,1900,1170,61.6,1.46,2542,214855.42,False,
4307,25,2024-06-17,SK057,B17,R04,Feature,22.0,22.0,575,411,71.5,1.59,973,73755.82,False,
4308,7,2024-02-12,SK057,B17,R04,Feature,26.0,25.0,575,385,67.1,1.18,550,10728.12,False,
4309,10,2024-03-04,SK057,B17,R04,TPR,10.0,10.0,575,384,66.9,1.46,846,17880.2,False,
4310,9,2024-02-26,SK057,B17,R04,Feature,9.0,9.0,575,329,57.3,1.54,1723,12378.6,True,Valentine's Day
4311,4,2024-01-22,SK057,B17,R04,TPR,26.0,24.0,575,304,52.9,1.06,329,46041.52,True,Super Bowl
4312,33,2024-08-12,SK057,B17,R04,TPR,15.0,13.0,575,404,70.3,1.36,2128,30430.73,False,
4313,33,2024-08-12,SK057,B17,R05,TPR + Feature,28.0,27.0,1330,933,70.2,1.75,1282,153659.69,False,
4314,47,2024-11-18,SK057,B17,R05,Feature + Display,8.0,8.0,1330,821,61.8,1.69,2329,41357.68,True,Thanksgiving
4315,49,2024-12-02,SK057,B17,R05,TPR,14.0,12.0,1330,895,67.3,1.24,475,110790.86,False,
4316,28,2024-07-08,SK057,B17,R05,Feature + Display,15.0,14.0,1330,997,75.0,1.44,422,36983.31,False,
4317,17,2024-04-22,SK057,B17,R05,TPR + Feature,18.0,17.0,1330,907,68.2,1.55,1567,91623.17,False,
4318,46,2024-11-11,SK057,B17,R06,Feature,21.0,20.0,2280,1386,60.8,1.48,51,200425.68,False,
4319,20,2024-05-13,SK057,B17,R06,TPR + Feature,17.0,17.0,2280,1550,68.0,1.71,1104,141388.73,False,
4320,48,2024-11-25,SK057,B17,R06,TPR + Feature,26.0,27.0,2280,1600,70.2,1.8,1607,342087.1,True,Black Friday
4321,45,2024-11-04,SK057,B17,R06,Feature,16.0,15.0,2280,1678,73.6,1.5,959,161431.3,False,
4322,47,2024-11-18,SK057,B17,R06,TPR,18.0,17.0,2280,1575,69.1,1.36,1348,101848.97,True,Thanksgiving
4323,41,2024-10-07,SK057,B17,R06,Feature,18.0,19.0,2280,1224,53.7,1.61,280,211060.51,False,
4324,39,2024-09-23,SK057,B17,R07,TPR + Feature,13.0,13.0,2000,1456,72.8,1.78,1292,103394.2,False,
4325,51,2024-12-16,SK057,B17,R07,TPR,15.0,15.0,2000,988,49.4,1.05,901,160563.0,False,
4326,33,2024-08-12,SK057,B17,R07,Display,14.0,13.0,2000,1196,59.8,1.15,1038,34325.2,False,
4327,47,2024-11-18,SK057,B17,R07,Display,19.0,16.0,2000,1308,65.4,1.16,327,120437.2,True,Thanksgiving
4328,22,2024-05-27,SK057,B17,R07,Feature + Display,32.0,32.0,2000,1390,69.5,1.56,678,214323.2,True,Memorial Day
4329,16,2024-04-15,SK057,B17,R07,TPR,27.0,26.0,2000,1552,77.6,1.1,882,285784.2,False,
4330,2,2024-01-08,SK057,B17,R07,TPR + Feature,24.0,24.0,2000,1294,64.7,1.35,1453,157872.0,False,
4331,40,2024-09-30,SK057,B17,R07,TPR,31.0,29.0,2000,1360,68.0,1.27,608,51906.4,False,
4332,4,2024-01-22,SK057,B17,R07,TPR + Feature,24.0,21.0,2000,1220,61.0,1.7,1186,216715.2,True,Super Bowl
4333,8,2024-02-19,SK057,B17,R08,Display,14.0,14.0,340,246,72.5,1.37,1023,12382.19,False,
4334,14,2024-04-01,SK057,B17,R08,TPR,26.0,26.0,340,259,76.3,1.47,16,46783.93,True,Easter
4335,27,2024-07-01,SK057,B17,R08,TPR + Feature,20.0,21.0,340,219,64.6,1.62,464,20128.68,True,July 4th
4336,19,2024-05-06,SK057,B17,R08,Display,18.0,18.0,340,258,76.1,1.45,804,28180.15,False,
4337,20,2024-05-13,SK057,B17,R09,TPR,23.0,24.0,19000,13167,69.3,1.28,82,470386.8,False,
4338,25,2024-06-17,SK057,B17,R09,Display,15.0,16.0,19000,11381,59.9,1.17,674,681720.0,False,
4339,21,2024-05-20,SK057,B17,R09,Feature,21.0,22.0,19000,15656,82.4,1.37,899,763526.4,False,
4340,17,2024-04-22,SK057,B17,R09,TPR,26.0,27.0,19000,12977,68.3,1.31,660,2141737.0,False,
4341,37,2024-09-09,SK057,B17,R09,TPR,12.0,12.0,19000,12711,66.9,1.39,576,1138472.4,True,Labor Day
4342,14,2024-04-01,SK057,B17,R09,Feature,13.0,12.0,19000,11913,62.7,1.57,439,494815.1,True,Easter
4343,10,2024-03-04,SK057,B17,R09,TPR + Feature,14.0,13.0,19000,13338,70.2,1.38,548,1033942.0,False,
4344,16,2024-04-15,SK057,B17,R09,Feature + Display,29.0,29.0,19000,15352,80.8,1.9,25,444822.3,False,
4345,34,2024-08-19,SK057,B17,R09,Feature,29.0,29.0,19000,11704,61.6,1.23,652,807270.1,False,
4346,30,2024-07-22,SK057,B17,R10,Feature,17.0,15.0,500,255,51.1,1.56,405,31006.3,False,
4347,12,2024-03-18,SK057,B17,R10,Display,21.0,19.0,500,269,53.8,1.41,78,48662.25,False,
4348,8,2024-02-19,SK057,B17,R10,TPR,24.0,23.0,500,349,69.8,1.37,374,39468.0,False,
4349,44,2024-10-28,SK057,B17,R10,TPR,22.0,21.0,500,280,56.1,1.14,110,23680.8,True,Halloween
4350,39,2024-09-23,SK057,B17,R10,TPR + Feature,30.0,31.0,500,364,72.8,1.63,484,38571.0,False,
4351,10,2024-03-04,SK058,B17,R01,Display,19.0,19.0,4600,2516,54.7,1.1,2412,465606.02,False,
4352,41,2024-10-07,SK058,B17,R01,TPR,21.0,21.0,4600,2907,63.2,1.03,1178,480720.24,False,
4353,51,2024-12-16,SK058,B17,R01,Display,32.0,31.0,4600,3873,84.2,1.16,3462,770091.52,False,
4354,18,2024-04-29,SK058,B17,R01,Display,22.0,22.0,4600,2686,58.4,1.19,5097,474557.16,True,Cinco de Mayo
4355,22,2024-05-27,SK058,B17,R01,TPR,10.0,10.0,4600,3229,70.2,1.44,6207,165816.2,True,Memorial Day
4356,16,2024-04-15,SK058,B17,R01,Display,22.0,20.0,4600,3804,82.7,1.06,824,248577.56,False,
4357,13,2024-03-25,SK058,B17,R01,Display,27.0,24.0,4600,3266,71.0,1.42,5661,618068.88,False,
4358,3,2024-01-15,SK058,B17,R01,Feature,31.0,28.0,4600,3068,66.7,1.35,4970,814260.26,False,
4359,4,2024-01-22,SK058,B17,R02,TPR,11.0,10.0,2800,1965,70.2,1.24,2400,171941.0,True,Super Bowl
4360,48,2024-11-25,SK058,B17,R02,TPR,17.0,15.0,2800,1587,56.7,1.16,1561,106290.8,True,Black Friday
4361,20,2024-05-13,SK058,B17,R02,Feature + Display,13.0,12.0,2800,1923,68.7,1.74,77,106826.72,False,
4362,52,2024-12-23,SK058,B17,R02,TPR,22.0,22.0,2800,1618,57.8,1.41,3182,161133.28,True,New Year's Eve
4363,39,2024-09-23,SK058,B17,R02,TPR,26.0,26.0,2800,2010,71.8,1.24,3951,459819.36,False,
4364,18,2024-04-29,SK058,B17,R02,Feature,19.0,19.0,2800,1789,63.9,1.45,3837,249470.76,True,Cinco de Mayo
4365,9,2024-02-26,SK058,B17,R02,Feature,29.0,28.0,2800,1954,69.8,1.39,4212,471430.96,True,Valentine's Day
4366,35,2024-08-26,SK058,B17,R02,Feature,16.0,15.0,2800,1514,54.1,1.31,3680,51448.32,True,Back to School
4367,21,2024-05-20,SK058,B17,R02,Feature + Display,22.0,22.0,2800,1601,57.2,1.36,3508,351742.16,False,
4368,22,2024-05-27,SK058,B17,R02,Feature + Display,30.0,26.0,2800,2105,75.2,1.52,3985,99145.2,True,Memorial Day
4369,6,2024-02-05,SK058,B17,R02,Feature,17.0,17.0,2800,1500,53.6,1.46,2767,268763.88,False,
4370,15,2024-04-08,SK058,B17,R03,TPR,16.0,16.0,1900,1278,67.3,1.29,2718,168738.24,False,
4371,37,2024-09-09,SK058,B17,R03,TPR,8.0,8.0,1900,1109,58.4,1.4,193,36850.88,True,Labor Day
4372,30,2024-07-22,SK058,B17,R03,TPR,19.0,19.0,1900,1409,74.2,1.03,2122,102491.51,False,
4373,35,2024-08-26,SK058,B17,R03,TPR,16.0,15.0,1900,1217,64.1,1.19,2038,78550.56,True,Back to School
4374,6,2024-02-05,SK058,B17,R04,TPR + Feature,30.0,26.0,575,373,65.0,1.73,1089,94097.02,False,
4375,5,2024-01-29,SK058,B17,R04,Feature,21.0,18.0,575,322,56.1,1.53,1282,23111.55,False,
4376,17,2024-04-22,SK058,B17,R04,Display,17.0,16.0,575,280,48.7,1.33,808,11537.43,False,
4377,30,2024-07-22,SK058,B17,R04,TPR,17.0,18.0,575,349,60.8,1.08,744,14343.83,False,
4378,40,2024-09-30,SK058,B17,R04,TPR,17.0,17.0,575,368,64.1,1.28,457,33988.65,False,
4379,11,2024-03-11,SK058,B17,R05,Feature,10.0,9.0,1330,863,64.9,1.59,1829,58549.26,False,
4380,8,2024-02-19,SK058,B17,R05,Display,25.0,25.0,1330,816,61.4,1.39,1870,37123.62,False,
4381,47,2024-11-18,SK058,B17,R05,Display,15.0,16.0,1330,924,69.5,1.16,1580,96097.15,True,Thanksgiving
4382,17,2024-04-22,SK058,B17,R05,TPR,16.0,15.0,1330,900,67.7,1.24,1124,75350.35,False,
4383,46,2024-11-11,SK058,B17,R05,Feature,15.0,13.0,1330,953,71.7,1.51,636,115825.71,False,
4384,42,2024-10-14,SK058,B17,R05,Feature,20.0,20.0,1330,896,67.4,1.43,741,168859.46,False,
4385,38,2024-09-16,SK058,B17,R05,Feature + Display,10.0,10.0,1330,945,71.1,1.62,1663,24607.66,False,
4386,34,2024-08-19,SK058,B17,R05,Feature + Display,20.0,17.0,1330,864,65.0,1.42,1241,155282.82,False,
4387,3,2024-01-15,SK058,B17,R05,Feature,26.0,26.0,1330,880,66.2,1.35,658,185321.14,False,
4388,7,2024-02-12,SK058,B17,R05,Feature,21.0,21.0,1330,788,59.3,1.48,1494,85532.83,False,
4389,26,2024-06-24,SK058,B17,R05,Feature + Display,11.0,10.0,1330,823,61.9,1.77,2518,44336.22,False,
4390,21,2024-05-20,SK058,B17,R06,TPR + Feature,26.0,27.0,2280,1112,48.8,1.74,550,238270.03,False,
4391,50,2024-12-09,SK058,B17,R06,Feature + Display,16.0,15.0,2280,1534,67.3,1.57,1331,160592.26,True,Christmas
4392,18,2024-04-29,SK058,B17,R06,Feature,11.0,11.0,2280,1687,74.0,1.47,715,93606.08,True,Cinco de Mayo
4393,11,2024-03-11,SK058,B17,R06,TPR,22.0,19.0,2280,1285,56.4,1.07,112,43202.81,False,
4394,9,2024-02-26,SK058,B17,R06,Feature,9.0,8.0,2280,1839,80.7,1.65,1758,92951.5,True,Valentine's Day
4395,31,2024-07-29,SK058,B17,R06,Display,14.0,15.0,2280,1607,70.5,1.49,1176,127281.0,False,
4396,35,2024-08-26,SK058,B17,R07,Feature,11.0,10.0,2000,1284,64.2,1.57,1493,73689.0,True,Back to School
4397,16,2024-04-15,SK058,B17,R07,Feature,23.0,21.0,2000,1348,67.4,1.43,1097,30815.4,False,
4398,52,2024-12-23,SK058,B17,R07,Feature + Display,25.0,25.0,2000,1442,72.1,1.61,62,290290.0,True,New Year's Eve
4399,51,2024-12-16,SK058,B17,R07,TPR,13.0,12.0,2000,1184,59.2,1.17,799,148462.6,False,
4400,38,2024-09-16,SK058,B17,R07,Feature + Display,16.0,14.0,2000,1324,66.2,1.47,101,41852.8,False,
4401,1,2024-01-01,SK058,B17,R07,TPR,22.0,19.0,2000,1258,62.9,1.22,834,141763.6,False,
4402,29,2024-07-15,SK058,B17,R08,TPR + Feature,9.0,8.0,340,273,80.5,1.4,237,10639.93,False,
4403,48,2024-11-25,SK058,B17,R08,TPR,31.0,30.0,340,211,62.3,1.08,273,30260.34,True,Black Friday
4404,45,2024-11-04,SK058,B17,R08,Feature,10.0,10.0,340,272,80.1,1.52,895,10412.16,False,
4405,17,2024-04-22,SK058,B17,R08,TPR,26.0,23.0,340,226,66.7,1.47,280,52733.25,False,
4406,47,2024-11-18,SK058,B17,R08,Feature + Display,10.0,10.0,340,242,71.3,1.32,86,2386.12,True,Thanksgiving
4407,35,2024-08-26,SK058,B17,R08,Display,32.0,33.0,340,230,67.7,1.34,292,7288.51,True,Back to School
4408,2,2024-01-08,SK058,B17,R09,Feature,8.0,8.0,19000,13110,69.0,1.49,661,906725.6,False,
4409,10,2024-03-04,SK058,B17,R09,Feature + Display,21.0,21.0,19000,13756,72.4,1.62,542,1603740.6,False,
4410,52,2024-12-23,SK058,B17,R09,TPR,16.0,15.0,19000,12122,63.8,1.08,218,1192804.8,True,New Year's Eve
4411,8,2024-02-19,SK058,B17,R09,Feature,30.0,30.0,19000,12122,63.8,1.52,542,3418404.0,False,
4412,11,2024-03-11,SK058,B17,R09,Feature,25.0,26.0,19000,12996,68.4,1.61,1077,2560772.5,False,
4413,6,2024-02-05,SK058,B17,R09,Feature,15.0,13.0,19000,13091,68.9,1.47,776,1381908.0,False,
4414,27,2024-07-01,SK058,B17,R09,TPR,15.0,13.0,19000,12160,64.0,1.31,15,990973.5,True,July 4th
4415,20,2024-05-13,SK058,B17,R09,Feature,23.0,20.0,19000,12046,63.4,1.14,154,432149.3,False,
4416,47,2024-11-18,SK058,B17,R09,TPR + Feature,12.0,10.0,19000,14630,77.0,1.58,1021,690954.0,True,Thanksgiving
4417,41,2024-10-07,SK058,B17,R09,Feature,22.0,23.0,19000,13224,69.6,1.57,258,760049.4,False,
4418,9,2024-02-26,SK058,B17,R09,TPR + Feature,21.0,21.0,19000,14174,74.6,1.36,260,2443795.2,True,Valentine's Day
4419,40,2024-09-30,SK058,B17,R09,TPR,15.0,15.0,19000,11894,62.6,1.32,279,1491006.0,False,
4420,19,2024-05-06,SK058,B17,R10,TPR,27.0,27.0,500,391,78.3,1.19,507,75794.4,False,
4421,48,2024-11-25,SK058,B17,R10,Feature,29.0,28.0,500,274,54.8,1.54,66,41166.95,True,Black Friday
4422,40,2024-09-30,SK058,B17,R10,TPR,13.0,11.0,500,292,58.5,1.08,448,33176.0,False,
4423,9,2024-02-26,SK058,B17,R10,Feature,17.0,15.0,500,370,74.0,1.33,299,36334.1,True,Valentine's Day
4424,38,2024-09-16,SK059,B17,R01,Feature + Display,11.0,11.0,4600,3192,69.4,1.93,5014,76578.04,False,
4425,18,2024-04-29,SK059,B17,R01,TPR,14.0,12.0,4600,2709,58.9,1.07,1230,286032.6,True,Cinco de Mayo
4426,25,2024-06-17,SK059,B17,R01,TPR,29.0,27.0,4600,3680,80.0,1.17,1538,746106.2,False,
4427,39,2024-09-23,SK059,B17,R01,TPR,12.0,11.0,4600,2488,54.1,1.32,2249,335974.8,False,
4428,13,2024-03-25,SK059,B17,R01,Feature,10.0,10.0,4600,3330,72.4,1.62,2080,66589.6,False,
4429,47,2024-11-18,SK059,B17,R01,Feature,26.0,23.0,4600,2875,62.5,1.57,7258,598095.68,True,Thanksgiving
4430,26,2024-06-24,SK059,B17,R01,TPR,12.0,10.0,4600,3390,73.7,1.35,1254,225193.92,False,
4431,46,2024-11-11,SK059,B17,R02,Display,23.0,22.0,2800,1943,69.4,1.28,1230,101700.48,False,
4432,22,2024-05-27,SK059,B17,R02,Feature,20.0,19.0,2800,1671,59.7,1.23,761,211876.0,True,Memorial Day
4433,27,2024-07-01,SK059,B17,R02,Feature + Display,17.0,15.0,2800,2245,80.2,1.42,352,158170.04,True,July 4th
4434,6,2024-02-05,SK059,B17,R02,TPR,32.0,32.0,2800,1946,69.5,1.3,730,103174.4,False,
4435,13,2024-03-25,SK059,B17,R02,Feature,16.0,16.0,2800,1481,52.9,1.41,3617,29478.4,False,
4436,26,2024-06-24,SK059,B17,R02,Feature + Display,20.0,19.0,2800,1579,56.4,1.67,3727,36848.0,False,
4437,52,2024-12-23,SK059,B17,R03,TPR,13.0,12.0,1900,1347,70.9,1.27,474,23566.27,True,New Year's Eve
4438,38,2024-09-16,SK059,B17,R03,TPR,9.0,9.0,1900,1073,56.5,1.01,1334,56259.0,False,
4439,51,2024-12-16,SK059,B17,R03,TPR + Feature,20.0,20.0,1900,1436,75.6,1.61,610,186279.8,False,
4440,18,2024-04-29,SK059,B17,R04,TPR,32.0,33.0,575,342,59.5,1.13,318,21792.96,True,Cinco de Mayo
4441,9,2024-02-26,SK059,B17,R04,Display,32.0,32.0,575,443,77.2,1.22,139,73248.56,True,Valentine's Day
4442,21,2024-05-20,SK059,B17,R04,TPR,14.0,13.0,575,410,71.4,1.0,127,37607.99,False,
4443,52,2024-12-23,SK059,B17,R04,TPR + Feature,11.0,10.0,575,327,57.0,1.66,2816,5826.59,True,New Year's Eve
4444,39,2024-09-23,SK059,B17,R04,Display,27.0,24.0,575,338,58.9,1.51,384,90917.5,False,
4445,1,2024-01-01,SK059,B17,R04,TPR,10.0,9.0,575,266,46.3,1.26,2187,10782.98,False,
4446,5,2024-01-29,SK059,B17,R04,TPR,9.0,8.0,575,395,68.8,1.45,1823,6810.3,False,
4447,19,2024-05-06,SK059,B17,R04,TPR,12.0,13.0,575,440,76.6,1.32,2009,14528.64,False,
4448,11,2024-03-11,SK059,B17,R04,TPR + Feature,21.0,20.0,575,480,83.5,1.42,296,60781.93,False,
4449,43,2024-10-21,SK059,B17,R04,TPR,29.0,25.0,575,373,64.9,1.21,519,23041.51,False,
4450,20,2024-05-13,SK059,B17,R05,Feature,29.0,27.0,1330,778,58.5,1.18,45,88826.71,False,
4451,14,2024-04-01,SK059,B17,R05,Feature,30.0,28.0,1330,860,64.7,1.6,2255,72199.05,True,Easter
4452,41,2024-10-07,SK059,B17,R05,TPR,15.0,14.0,1330,960,72.2,1.28,1087,122082.03,False,
4453,23,2024-06-03,SK059,B17,R05,TPR + Feature,15.0,13.0,1330,980,73.7,1.64,1475,38068.59,False,
4454,48,2024-11-25,SK059,B17,R05,Feature + Display,31.0,32.0,1330,860,64.7,1.66,712,260441.66,True,Black Friday
4455,12,2024-03-18,SK059,B17,R05,Feature + Display,13.0,13.0,1330,925,69.6,1.63,1493,51195.69,False,
4456,50,2024-12-09,SK059,B17,R05,Feature,23.0,24.0,1330,873,65.7,1.15,1641,25160.28,True,Christmas
4457,47,2024-11-18,SK059,B17,R05,TPR,14.0,12.0,1330,957,72.0,1.37,150,53296.03,True,Thanksgiving
4458,26,2024-06-24,SK059,B17,R05,TPR + Feature,13.0,13.0,1330,884,66.5,1.66,1839,84188.47,False,
4459,6,2024-02-05,SK059,B17,R06,TPR,11.0,10.0,2280,1256,55.1,1.33,865,48682.79,False,
4460,35,2024-08-26,SK059,B17,R06,Display,16.0,16.0,2280,1333,58.5,1.12,1287,81613.06,True,Back to School
4461,10,2024-03-04,SK059,B17,R06,Feature + Display,21.0,21.0,2280,1377,60.4,1.59,754,201632.26,False,
4462,13,2024-03-25,SK059,B17,R06,Feature + Display,25.0,23.0,2280,1313,57.6,1.78,1588,93765.0,False,
4463,29,2024-07-15,SK059,B17,R06,Display,18.0,18.0,2280,1475,64.7,1.54,1341,112067.93,False,
4464,8,2024-02-19,SK059,B17,R06,Feature,24.0,21.0,2280,1425,62.5,1.51,1478,63010.08,False,
4465,48,2024-11-25,SK059,B17,R06,TPR + Feature,30.0,29.0,2280,1379,60.5,1.59,894,231787.08,True,Black Friday
4466,45,2024-11-04,SK059,B17,R07,Display,25.0,22.0,2000,1418,70.9,1.43,1467,329000.0,False,
4467,47,2024-11-18,SK059,B17,R07,Feature,19.0,16.0,2000,1350,67.5,1.23,1029,188780.2,True,Thanksgiving
4468,27,2024-07-01,SK059,B17,R07,Feature,14.0,13.0,2000,1224,61.2,1.17,455,129889.2,True,July 4th
4469,39,2024-09-23,SK059,B17,R07,TPR + Feature,12.0,11.0,2000,1248,62.4,1.47,1513,154761.6,False,
4470,1,2024-01-01,SK059,B17,R07,Feature + Display,18.0,18.0,2000,1590,79.5,1.85,484,210823.2,False,
4471,36,2024-09-02,SK059,B17,R07,TPR + Feature,27.0,25.0,2000,1244,62.2,1.47,806,85276.8,False,
4472,37,2024-09-09,SK059,B17,R07,Display,19.0,19.0,2000,1712,85.6,1.3,838,215034.4,True,Labor Day
4473,30,2024-07-22,SK059,B17,R07,Feature,31.0,31.0,2000,1484,74.2,1.42,1576,212139.2,False,
4474,40,2024-09-30,SK059,B17,R07,Feature,20.0,18.0,2000,1208,60.4,1.31,515,205296.0,False,
4475,31,2024-07-29,SK059,B17,R07,TPR,13.0,11.0,2000,1652,82.6,1.24,348,28228.2,False,
4476,33,2024-08-12,SK059,B17,R08,TPR + Feature,22.0,19.0,340,227,66.9,1.78,1207,42820.01,False,
4477,11,2024-03-11,SK059,B17,R08,Feature + Display,17.0,15.0,340,207,61.0,1.9,1088,16544.09,False,
4478,19,2024-05-06,SK059,B17,R08,Feature,12.0,12.0,340,202,59.5,1.27,805,16376.3,False,
4479,46,2024-11-11,SK059,B17,R08,Feature,18.0,17.0,340,229,67.6,1.67,589,18725.36,False,
4480,6,2024-02-05,SK059,B17,R08,TPR,21.0,22.0,340,200,59.1,1.4,349,18557.57,False,
4481,21,2024-05-20,SK059,B17,R09,TPR,10.0,10.0,19000,13243,69.7,1.16,556,1225196.0,False,
4482,35,2024-08-26,SK059,B17,R09,TPR,17.0,16.0,19000,12844,67.6,1.31,58,775749.1,True,Back to School
4483,48,2024-11-25,SK059,B17,R09,Feature,28.0,25.0,19000,14421,75.9,1.36,458,2555408.8,True,Black Friday
4484,31,2024-07-29,SK059,B17,R09,Feature,24.0,21.0,19000,11362,59.8,1.29,459,1050168.0,False,
4485,41,2024-10-07,SK059,B17,R09,Feature + Display,13.0,12.0,19000,10659,56.1,1.5,390,804503.7,False,
4486,29,2024-07-15,SK059,B17,R09,Display,10.0,10.0,19000,14383,75.7,1.25,513,531335.0,False,
4487,52,2024-12-23,SK059,B17,R09,Display,24.0,22.0,19000,14364,75.6,1.08,250,2100336.0,True,New Year's Eve
4488,12,2024-03-18,SK059,B17,R09,TPR,14.0,12.0,19000,13965,73.5,1.1,339,1181439.0,False,
4489,30,2024-07-22,SK059,B17,R09,Feature + Display,13.0,13.0,19000,13680,72.0,1.6,1121,1023913.8,False,
4490,40,2024-09-30,SK059,B17,R09,TPR,15.0,14.0,19000,11096,58.4,1.47,86,1518993.0,False,
4491,43,2024-10-21,SK059,B17,R10,Display,12.0,12.0,500,334,66.8,1.12,520,28425.6,False,
4492,46,2024-11-11,SK059,B17,R10,TPR + Feature,9.0,9.0,500,332,66.5,1.4,58,4293.45,False,
