ms_id,fiscal_week,week_start_date,brand_id,brand_name,business_unit,retailer_id,entity_type,dollar_share_pct,unit_share_pct,dollar_sales,category_size_dollars,yoy_share_chg
22532,49,2024-12-02,B02,Heinz Mustard,Condiments & Sauces,R06,KHC Brand,18.3,19.4,5.65,30.86,0.1
22533,49,2024-12-02,B03,Heinz Mayonnaise,Condiments & Sauces,R06,KHC Brand,11.3,12.4,3.49,30.86,0.53
22534,49,2024-12-02,B04,A.1. Steak Sauce,Condiments & Sauces,R06,KHC Brand,41.5,40.5,12.81,30.86,-0.19
22535,49,2024-12-02,B05,Grey Poupon,Condiments & Sauces,R06,KHC Brand,22.0,23.3,6.79,30.86,-0.53
22536,49,2024-12-02,,Hunt's,Condiments & Sauces,R06,Competitor,0.0,0.0,0.0,30.86,0.38
22537,49,2024-12-02,,French's,Condiments & Sauces,R06,Competitor,1.5,1.6,0.46,30.86,-0.83
22538,49,2024-12-02,,Hellmann's,Condiments & Sauces,R06,Competitor,1.4,1.4,0.43,30.86,-1.37
22539,49,2024-12-02,,Private Label,Condiments & Sauces,R06,Competitor,0.0,0.0,0.0,30.86,-1.11
22540,49,2024-12-02,,Annie's,Condiments & Sauces,R06,Competitor,0.2,0.2,0.06,30.86,-0.19
22541,49,2024-12-02,B01,Heinz Ketchup,Condiments & Sauces,R07,KHC Brand,30.6,32.1,7.81,25.51,1.05
22542,49,2024-12-02,B02,Heinz Mustard,Condiments & Sauces,R07,KHC Brand,17.5,17.8,4.46,25.51,0.04
22543,49,2024-12-02,B03,Heinz Mayonnaise,Condiments & Sauces,R07,KHC Brand,10.1,9.7,2.58,25.51,-0.52
22544,49,2024-12-02,B04,A.1. Steak Sauce,Condiments & Sauces,R07,KHC Brand,39.7,37.4,10.13,25.51,0.45
22545,49,2024-12-02,B05,Grey Poupon,Condiments & Sauces,R07,KHC Brand,21.0,22.3,5.36,25.51,-0.6
22546,49,2024-12-02,,Hunt's,Condiments & Sauces,R07,Competitor,0.0,0.0,0.0,25.51,-0.59
22547,49,2024-12-02,,French's,Condiments & Sauces,R07,Competitor,0.0,0.0,0.0,25.51,0.44
22548,49,2024-12-02,,Hellmann's,Condiments & Sauces,R07,Competitor,0.1,0.1,0.03,25.51,-0.74
22549,49,2024-12-02,,Private Label,Condiments & Sauces,R07,Competitor,0.0,0.0,0.0,25.51,-0.35
22550,49,2024-12-02,,Annie's,Condiments & Sauces,R07,Competitor,0.0,0.0,0.0,25.51,0.27
22551,49,2024-12-02,B01,Heinz Ketchup,Condiments & Sauces,R08,KHC Brand,29.1,30.5,4.49,15.44,1.53
22552,49,2024-12-02,B02,Heinz Mustard,Condiments & Sauces,R08,KHC Brand,16.7,15.8,2.58,15.44,1.35
22553,49,2024-12-02,B03,Heinz Mayonnaise,Condiments & Sauces,R08,KHC Brand,11.9,10.9,1.84,15.44,-0.07
22554,49,2024-12-02,B04,A.1. Steak Sauce,Condiments & Sauces,R08,KHC Brand,40.6,36.7,6.27,15.44,-0.47
22555,49,2024-12-02,B05,Grey Poupon,Condiments & Sauces,R08,KHC Brand,22.3,22.2,3.44,15.44,-0.86
22556,49,2024-12-02,,Hunt's,Condiments & Sauces,R08,Competitor,0.0,0.0,0.0,15.44,1.3
22557,49,2024-12-02,,French's,Condiments & Sauces,R08,Competitor,0.5,0.5,0.08,15.44,0.16
22558,49,2024-12-02,,Hellmann's,Condiments & Sauces,R08,Competitor,0.0,0.0,0.0,15.44,0.19
22559,49,2024-12-02,,Private Label,Condiments & Sauces,R08,Competitor,0.0,0.0,0.0,15.44,-2.03
22560,49,2024-12-02,,Annie's,Condiments & Sauces,R08,Competitor,0.9,0.9,0.14,15.44,-0.09
22561,49,2024-12-02,B01,Heinz Ketchup,Condiments & Sauces,R09,KHC Brand,30.6,30.7,4.81,15.72,-1.43
22562,49,2024-12-02,B02,Heinz Mustard,Condiments & Sauces,R09,KHC Brand,19.4,20.2,3.05,15.72,-0.18
22563,49,2024-12-02,B03,Heinz Mayonnaise,Condiments & Sauces,R09,KHC Brand,12.5,13.4,1.97,15.72,-1.14
22564,49,2024-12-02,B04,A.1. Steak Sauce,Condiments & Sauces,R09,KHC Brand,42.7,43.1,6.71,15.72,-1.25
22565,49,2024-12-02,B05,Grey Poupon,Condiments & Sauces,R09,KHC Brand,24.2,23.6,3.81,15.72,-0.46
22566,49,2024-12-02,,Hunt's,Condiments & Sauces,R09,Competitor,0.0,0.0,0.0,15.72,0.09
22567,49,2024-12-02,,French's,Condiments & Sauces,R09,Competitor,0.0,0.0,0.0,15.72,0.39
22568,49,2024-12-02,,Hellmann's,Condiments & Sauces,R09,Competitor,2.3,2.1,0.36,15.72,-1.46
22569,49,2024-12-02,,Private Label,Condiments & Sauces,R09,Competitor,0.0,0.0,0.0,15.72,-0.67
22570,49,2024-12-02,,Annie's,Condiments & Sauces,R09,Competitor,0.0,0.0,0.0,15.72,-0.25
22571,49,2024-12-02,B01,Heinz Ketchup,Condiments & Sauces,R10,KHC Brand,29.1,31.7,3.03,10.42,-0.68
22572,49,2024-12-02,B02,Heinz Mustard,Condiments & Sauces,R10,KHC Brand,20.6,20.2,2.15,10.42,-0.01
22573,49,2024-12-02,B03,Heinz Mayonnaise,Condiments & Sauces,R10,KHC Brand,11.6,11.7,1.21,10.42,0.16
22574,49,2024-12-02,B04,A.1. Steak Sauce,Condiments & Sauces,R10,KHC Brand,39.9,36.3,4.16,10.42,-1.26
22575,49,2024-12-02,B05,Grey Poupon,Condiments & Sauces,R10,KHC Brand,23.9,26.0,2.49,10.42,1.05
22576,49,2024-12-02,,Hunt's,Condiments & Sauces,R10,Competitor,1.9,2.0,0.2,10.42,-0.56
22577,49,2024-12-02,,French's,Condiments & Sauces,R10,Competitor,0.0,0.0,0.0,10.42,-0.64
22578,49,2024-12-02,,Hellmann's,Condiments & Sauces,R10,Competitor,0.0,0.0,0.0,10.42,-0.44
22579,49,2024-12-02,,Private Label,Condiments & Sauces,R10,Competitor,0.0,0.0,0.0,10.42,-0.33
22580,49,2024-12-02,,Annie's,Condiments & Sauces,R10,Competitor,0.0,0.0,0.0,10.42,-0.03
22581,50,2024-12-09,B01,Heinz Ketchup,Condiments & Sauces,R01,KHC Brand,30.0,30.1,30.29,100.98,-0.81
22582,50,2024-12-09,B02,Heinz Mustard,Condiments & Sauces,R01,KHC Brand,17.4,17.8,17.57,100.98,-3.03
22583,50,2024-12-09,B03,Heinz Mayonnaise,Condiments & Sauces,R01,KHC Brand,13.3,14.0,13.43,100.98,-0.45
22584,50,2024-12-09,B04,A.1. Steak Sauce,Condiments & Sauces,R01,KHC Brand,42.1,38.9,42.51,100.98,-0.42
22585,50,2024-12-09,B05,Grey Poupon,Condiments & Sauces,R01,KHC Brand,22.2,21.1,22.42,100.98,0.43
22586,50,2024-12-09,,Hunt's,Condiments & Sauces,R01,Competitor,0.0,0.0,0.0,100.98,0.16
22587,50,2024-12-09,,French's,Condiments & Sauces,R01,Competitor,0.0,0.0,0.0,100.98,0.37
22588,50,2024-12-09,,Hellmann's,Condiments & Sauces,R01,Competitor,0.0,0.0,0.0,100.98,0.25
22589,50,2024-12-09,,Private Label,Condiments & Sauces,R01,Competitor,1.0,1.0,1.01,100.98,1.95
22590,50,2024-12-09,,Annie's,Condiments & Sauces,R01,Competitor,1.8,2.0,1.82,100.98,0.77
22591,50,2024-12-09,B01,Heinz Ketchup,Condiments & Sauces,R02,KHC Brand,28.9,28.2,19.99,69.19,0.13
22592,50,2024-12-09,B02,Heinz Mustard,Condiments & Sauces,R02,KHC Brand,15.3,14.8,10.59,69.19,1.11
22593,50,2024-12-09,B03,Heinz Mayonnaise,Condiments & Sauces,R02,KHC Brand,14.3,14.4,9.89,69.19,-0.01
22594,50,2024-12-09,B04,A.1. Steak Sauce,Condiments & Sauces,R02,KHC Brand,40.9,44.3,28.3,69.19,-0.48
22595,50,2024-12-09,B05,Grey Poupon,Condiments & Sauces,R02,KHC Brand,21.8,23.5,15.08,69.19,-0.64
22596,50,2024-12-09,,Hunt's,Condiments & Sauces,R02,Competitor,0.5,0.5,0.35,69.19,0.56
22597,50,2024-12-09,,French's,Condiments & Sauces,R02,Competitor,0.0,0.0,0.0,69.19,0.17
22598,50,2024-12-09,,Hellmann's,Condiments & Sauces,R02,Competitor,1.9,2.0,1.31,69.19,-0.5
22599,50,2024-12-09,,Private Label,Condiments & Sauces,R02,Competitor,3.3,3.4,2.28,69.19,1.35
22600,50,2024-12-09,,Annie's,Condiments & Sauces,R02,Competitor,2.7,2.9,1.87,69.19,0.0
22601,50,2024-12-09,B01,Heinz Ketchup,Condiments & Sauces,R03,KHC Brand,27.0,28.0,12.52,46.39,0.45
22602,50,2024-12-09,B02,Heinz Mustard,Condiments & Sauces,R03,KHC Brand,18.8,19.3,8.72,46.39,1.47
22603,50,2024-12-09,B03,Heinz Mayonnaise,Condiments & Sauces,R03,KHC Brand,10.9,11.6,5.06,46.39,-0.59
22604,50,2024-12-09,B04,A.1. Steak Sauce,Condiments & Sauces,R03,KHC Brand,44.7,45.8,20.74,46.39,-0.18
22605,50,2024-12-09,B05,Grey Poupon,Condiments & Sauces,R03,KHC Brand,22.1,24.2,10.25,46.39,-0.51
22606,50,2024-12-09,,Hunt's,Condiments & Sauces,R03,Competitor,0.4,0.4,0.19,46.39,-0.2
22607,50,2024-12-09,,French's,Condiments & Sauces,R03,Competitor,0.0,0.0,0.0,46.39,-0.08
22608,50,2024-12-09,,Hellmann's,Condiments & Sauces,R03,Competitor,0.1,0.1,0.05,46.39,-1.2
22609,50,2024-12-09,,Private Label,Condiments & Sauces,R03,Competitor,2.3,2.5,1.07,46.39,0.48
22610,50,2024-12-09,,Annie's,Condiments & Sauces,R03,Competitor,1.1,1.0,0.51,46.39,-0.77
22611,50,2024-12-09,B01,Heinz Ketchup,Condiments & Sauces,R04,KHC Brand,30.2,31.5,11.46,37.94,-0.06
22612,50,2024-12-09,B02,Heinz Mustard,Condiments & Sauces,R04,KHC Brand,17.6,19.1,6.68,37.94,-0.15
22613,50,2024-12-09,B03,Heinz Mayonnaise,Condiments & Sauces,R04,KHC Brand,11.2,11.8,4.25,37.94,-0.94
22614,50,2024-12-09,B04,A.1. Steak Sauce,Condiments & Sauces,R04,KHC Brand,43.2,44.7,16.39,37.94,0.13
22615,50,2024-12-09,B05,Grey Poupon,Condiments & Sauces,R04,KHC Brand,23.4,23.5,8.88,37.94,-0.46
22616,50,2024-12-09,,Hunt's,Condiments & Sauces,R04,Competitor,0.8,0.7,0.3,37.94,-0.27
22617,50,2024-12-09,,French's,Condiments & Sauces,R04,Competitor,0.0,0.0,0.0,37.94,0.08
22618,50,2024-12-09,,Hellmann's,Condiments & Sauces,R04,Competitor,1.4,1.4,0.53,37.94,-0.68
22619,50,2024-12-09,,Private Label,Condiments & Sauces,R04,Competitor,3.2,3.3,1.21,37.94,-0.4
22620,50,2024-12-09,,Annie's,Condiments & Sauces,R04,Competitor,4.4,4.5,1.67,37.94,-0.8
22621,50,2024-12-09,B01,Heinz Ketchup,Condiments & Sauces,R05,KHC Brand,28.0,30.6,8.38,29.94,-1.67
22622,50,2024-12-09,B02,Heinz Mustard,Condiments & Sauces,R05,KHC Brand,18.2,17.2,5.45,29.94,0.97
22623,50,2024-12-09,B03,Heinz Mayonnaise,Condiments & Sauces,R05,KHC Brand,9.9,9.7,2.96,29.94,0.52
22624,50,2024-12-09,B04,A.1. Steak Sauce,Condiments & Sauces,R05,KHC Brand,41.0,44.3,12.28,29.94,0.25
22625,50,2024-12-09,B05,Grey Poupon,Condiments & Sauces,R05,KHC Brand,23.4,25.5,7.01,29.94,1.78
22626,50,2024-12-09,,Hunt's,Condiments & Sauces,R05,Competitor,2.4,2.4,0.72,29.94,-0.44
22627,50,2024-12-09,,French's,Condiments & Sauces,R05,Competitor,0.0,0.0,0.0,29.94,0.2
22628,50,2024-12-09,,Hellmann's,Condiments & Sauces,R05,Competitor,2.9,2.6,0.87,29.94,-0.16
22629,50,2024-12-09,,Private Label,Condiments & Sauces,R05,Competitor,0.0,0.0,0.0,29.94,0.44
22630,50,2024-12-09,,Annie's,Condiments & Sauces,R05,Competitor,0.0,0.0,0.0,29.94,-0.42
22631,50,2024-12-09,B01,Heinz Ketchup,Condiments & Sauces,R06,KHC Brand,29.0,28.5,8.79,30.31,0.6
22632,50,2024-12-09,B02,Heinz Mustard,Condiments & Sauces,R06,KHC Brand,16.6,15.3,5.03,30.31,-1.4
22633,50,2024-12-09,B03,Heinz Mayonnaise,Condiments & Sauces,R06,KHC Brand,9.6,10.3,2.91,30.31,-0.65
22634,50,2024-12-09,B04,A.1. Steak Sauce,Condiments & Sauces,R06,KHC Brand,44.9,45.1,13.61,30.31,-0.37
22635,50,2024-12-09,B05,Grey Poupon,Condiments & Sauces,R06,KHC Brand,22.9,24.6,6.94,30.31,-0.45
22636,50,2024-12-09,,Hunt's,Condiments & Sauces,R06,Competitor,0.0,0.0,0.0,30.31,0.67
22637,50,2024-12-09,,French's,Condiments & Sauces,R06,Competitor,0.0,0.0,0.0,30.31,0.85
22638,50,2024-12-09,,Hellmann's,Condiments & Sauces,R06,Competitor,0.0,0.0,0.0,30.31,-0.11
22639,50,2024-12-09,,Private Label,Condiments & Sauces,R06,Competitor,2.2,2.3,0.67,30.31,0.93
22640,50,2024-12-09,,Annie's,Condiments & Sauces,R06,Competitor,0.0,0.0,0.0,30.31,-1.42
22641,50,2024-12-09,B01,Heinz Ketchup,Condiments & Sauces,R07,KHC Brand,26.0,25.7,6.5,25.01,0.02
22642,50,2024-12-09,B02,Heinz Mustard,Condiments & Sauces,R07,KHC Brand,16.8,15.9,4.2,25.01,-1.03
22643,50,2024-12-09,B03,Heinz Mayonnaise,Condiments & Sauces,R07,KHC Brand,12.2,12.9,3.05,25.01,0.47
22644,50,2024-12-09,B04,A.1. Steak Sauce,Condiments & Sauces,R07,KHC Brand,41.6,44.6,10.4,25.01,-0.21
22645,50,2024-12-09,B05,Grey Poupon,Condiments & Sauces,R07,KHC Brand,22.5,20.3,5.63,25.01,-0.98
22646,50,2024-12-09,,Hunt's,Condiments & Sauces,R07,Competitor,1.1,1.1,0.28,25.01,0.41
22647,50,2024-12-09,,French's,Condiments & Sauces,R07,Competitor,2.6,2.4,0.65,25.01,-1.66
22648,50,2024-12-09,,Hellmann's,Condiments & Sauces,R07,Competitor,1.0,1.1,0.25,25.01,0.27
22649,50,2024-12-09,,Private Label,Condiments & Sauces,R07,Competitor,3.2,3.1,0.8,25.01,-0.36
22650,50,2024-12-09,,Annie's,Condiments & Sauces,R07,Competitor,0.0,0.0,0.0,25.01,-0.38
22651,50,2024-12-09,B01,Heinz Ketchup,Condiments & Sauces,R08,KHC Brand,27.9,27.5,4.33,15.54,-0.72
22652,50,2024-12-09,B02,Heinz Mustard,Condiments & Sauces,R08,KHC Brand,16.7,17.7,2.59,15.54,-0.55
22653,50,2024-12-09,B03,Heinz Mayonnaise,Condiments & Sauces,R08,KHC Brand,12.1,12.5,1.88,15.54,-0.72
22654,50,2024-12-09,B04,A.1. Steak Sauce,Condiments & Sauces,R08,KHC Brand,42.9,38.8,6.67,15.54,-0.03
22655,50,2024-12-09,B05,Grey Poupon,Condiments & Sauces,R08,KHC Brand,22.9,22.1,3.56,15.54,0.56
22656,50,2024-12-09,,Hunt's,Condiments & Sauces,R08,Competitor,0.0,0.0,0.0,15.54,0.74
22657,50,2024-12-09,,French's,Condiments & Sauces,R08,Competitor,2.3,2.2,0.36,15.54,-1.14
22658,50,2024-12-09,,Hellmann's,Condiments & Sauces,R08,Competitor,0.0,0.0,0.0,15.54,-0.46
22659,50,2024-12-09,,Private Label,Condiments & Sauces,R08,Competitor,2.0,2.1,0.31,15.54,0.84
22660,50,2024-12-09,,Annie's,Condiments & Sauces,R08,Competitor,0.6,0.6,0.09,15.54,0.94
22661,50,2024-12-09,B01,Heinz Ketchup,Condiments & Sauces,R09,KHC Brand,28.0,27.5,4.03,14.4,1.2
22662,50,2024-12-09,B02,Heinz Mustard,Condiments & Sauces,R09,KHC Brand,19.6,18.4,2.82,14.4,0.14
22663,50,2024-12-09,B03,Heinz Mayonnaise,Condiments & Sauces,R09,KHC Brand,12.4,12.9,1.79,14.4,0.96
22664,50,2024-12-09,B04,A.1. Steak Sauce,Condiments & Sauces,R09,KHC Brand,41.3,42.0,5.95,14.4,-0.5
22665,50,2024-12-09,B05,Grey Poupon,Condiments & Sauces,R09,KHC Brand,22.9,25.1,3.3,14.4,-0.15
22666,50,2024-12-09,,Hunt's,Condiments & Sauces,R09,Competitor,0.0,0.0,0.0,14.4,1.04
22667,50,2024-12-09,,French's,Condiments & Sauces,R09,Competitor,0.0,0.0,0.0,14.4,0.5
22668,50,2024-12-09,,Hellmann's,Condiments & Sauces,R09,Competitor,0.6,0.6,0.09,14.4,-1.09
22669,50,2024-12-09,,Private Label,Condiments & Sauces,R09,Competitor,0.0,0.0,0.0,14.4,-2.06
22670,50,2024-12-09,,Annie's,Condiments & Sauces,R09,Competitor,0.0,0.0,0.0,14.4,-1.06
22671,50,2024-12-09,B01,Heinz Ketchup,Condiments & Sauces,R10,KHC Brand,28.6,28.9,2.79,9.76,0.15
22672,50,2024-12-09,B02,Heinz Mustard,Condiments & Sauces,R10,KHC Brand,15.6,16.7,1.52,9.76,-1.67
22673,50,2024-12-09,B03,Heinz Mayonnaise,Condiments & Sauces,R10,KHC Brand,12.2,12.0,1.19,9.76,-0.33
22674,50,2024-12-09,B04,A.1. Steak Sauce,Condiments & Sauces,R10,KHC Brand,40.7,41.8,3.97,9.76,-0.22
22675,50,2024-12-09,B05,Grey Poupon,Condiments & Sauces,R10,KHC Brand,22.8,22.4,2.23,9.76,0.77
22676,50,2024-12-09,,Hunt's,Condiments & Sauces,R10,Competitor,0.0,0.0,0.0,9.76,-0.0
22677,50,2024-12-09,,French's,Condiments & Sauces,R10,Competitor,1.8,1.9,0.18,9.76,0.52
22678,50,2024-12-09,,Hellmann's,Condiments & Sauces,R10,Competitor,2.3,2.4,0.22,9.76,-1.23
22679,50,2024-12-09,,Private Label,Condiments & Sauces,R10,Competitor,0.0,0.0,0.0,9.76,-0.83
22680,50,2024-12-09,,Annie's,Condiments & Sauces,R10,Competitor,1.9,1.9,0.19,9.76,-0.25
22681,51,2024-12-16,B01,Heinz Ketchup,Condiments & Sauces,R01,KHC Brand,30.4,32.7,35.59,117.07,-1.0
22682,51,2024-12-16,B02,Heinz Mustard,Condiments & Sauces,R01,KHC Brand,17.0,16.7,19.9,117.07,0.34
22683,51,2024-12-16,B03,Heinz Mayonnaise,Condiments & Sauces,R01,KHC Brand,11.7,12.5,13.7,117.07,0.17
22684,51,2024-12-16,B04,A.1. Steak Sauce,Condiments & Sauces,R01,KHC Brand,41.8,42.5,48.93,117.07,-0.09
22685,51,2024-12-16,B05,Grey Poupon,Condiments & Sauces,R01,KHC Brand,24.6,26.5,28.8,117.07,-0.09
22686,51,2024-12-16,,Hunt's,Condiments & Sauces,R01,Competitor,2.2,2.4,2.58,117.07,-0.23
22687,51,2024-12-16,,French's,Condiments & Sauces,R01,Competitor,2.2,2.1,2.58,117.07,-0.28
22688,51,2024-12-16,,Hellmann's,Condiments & Sauces,R01,Competitor,0.0,0.0,0.0,117.07,-0.29
22689,51,2024-12-16,,Private Label,Condiments & Sauces,R01,Competitor,1.6,1.7,1.87,117.07,-1.39
22690,51,2024-12-16,,Annie's,Condiments & Sauces,R01,Competitor,0.0,0.0,0.0,117.07,0.33
22691,51,2024-12-16,B01,Heinz Ketchup,Condiments & Sauces,R02,KHC Brand,28.3,30.6,19.74,69.76,-0.63
22692,51,2024-12-16,B02,Heinz Mustard,Condiments & Sauces,R02,KHC Brand,18.0,19.2,12.56,69.76,0.59
22693,51,2024-12-16,B03,Heinz Mayonnaise,Condiments & Sauces,R02,KHC Brand,13.2,11.9,9.21,69.76,-0.87
22694,51,2024-12-16,B04,A.1. Steak Sauce,Condiments & Sauces,R02,KHC Brand,44.5,48.1,31.04,69.76,-0.56
22695,51,2024-12-16,B05,Grey Poupon,Condiments & Sauces,R02,KHC Brand,21.9,20.3,15.28,69.76,-0.82
22696,51,2024-12-16,,Hunt's,Condiments & Sauces,R02,Competitor,0.5,0.5,0.35,69.76,-0.6
22697,51,2024-12-16,,French's,Condiments & Sauces,R02,Competitor,0.0,0.0,0.0,69.76,0.13
22698,51,2024-12-16,,Hellmann's,Condiments & Sauces,R02,Competitor,0.0,0.0,0.0,69.76,-0.73
22699,51,2024-12-16,,Private Label,Condiments & Sauces,R02,Competitor,0.0,0.0,0.0,69.76,0.28
22700,51,2024-12-16,,Annie's,Condiments & Sauces,R02,Competitor,0.0,0.0,0.0,69.76,0.05
22701,51,2024-12-16,B01,Heinz Ketchup,Condiments & Sauces,R03,KHC Brand,26.9,29.0,13.27,49.34,0.44
22702,51,2024-12-16,B02,Heinz Mustard,Condiments & Sauces,R03,KHC Brand,20.2,19.9,9.97,49.34,-0.68
22703,51,2024-12-16,B03,Heinz Mayonnaise,Condiments & Sauces,R03,KHC Brand,10.1,10.8,4.98,49.34,1.57
22704,51,2024-12-16,B04,A.1. Steak Sauce,Condiments & Sauces,R03,KHC Brand,43.2,44.0,21.31,49.34,-0.24
22705,51,2024-12-16,B05,Grey Poupon,Condiments & Sauces,R03,KHC Brand,22.0,22.8,10.85,49.34,-0.94
22706,51,2024-12-16,,Hunt's,Condiments & Sauces,R03,Competitor,0.0,0.0,0.0,49.34,-0.23
22707,51,2024-12-16,,French's,Condiments & Sauces,R03,Competitor,0.0,0.0,0.0,49.34,0.32
22708,51,2024-12-16,,Hellmann's,Condiments & Sauces,R03,Competitor,0.0,0.0,0.0,49.34,-0.48
22709,51,2024-12-16,,Private Label,Condiments & Sauces,R03,Competitor,0.0,0.0,0.0,49.34,-1.55
22710,51,2024-12-16,,Annie's,Condiments & Sauces,R03,Competitor,0.0,0.0,0.0,49.34,-1.08
22711,51,2024-12-16,B01,Heinz Ketchup,Condiments & Sauces,R04,KHC Brand,29.6,28.7,11.11,37.53,0.47
22712,51,2024-12-16,B02,Heinz Mustard,Condiments & Sauces,R04,KHC Brand,18.5,17.4,6.94,37.53,1.38
22713,51,2024-12-16,B03,Heinz Mayonnaise,Condiments & Sauces,R04,KHC Brand,11.8,11.3,4.43,37.53,0.05
22714,51,2024-12-16,B04,A.1. Steak Sauce,Condiments & Sauces,R04,KHC Brand,41.2,40.0,15.46,37.53,-0.21
22715,51,2024-12-16,B05,Grey Poupon,Condiments & Sauces,R04,KHC Brand,20.8,21.6,7.81,37.53,0.96
22716,51,2024-12-16,,Hunt's,Condiments & Sauces,R04,Competitor,1.0,1.1,0.38,37.53,-0.34
22717,51,2024-12-16,,French's,Condiments & Sauces,R04,Competitor,0.0,0.0,0.0,37.53,0.82
22718,51,2024-12-16,,Hellmann's,Condiments & Sauces,R04,Competitor,1.4,1.3,0.53,37.53,-0.82
22719,51,2024-12-16,,Private Label,Condiments & Sauces,R04,Competitor,0.0,0.0,0.0,37.53,-0.38
22720,51,2024-12-16,,Annie's,Condiments & Sauces,R04,Competitor,0.5,0.5,0.19,37.53,-1.57
22721,51,2024-12-16,B01,Heinz Ketchup,Condiments & Sauces,R05,KHC Brand,25.9,23.3,8.37,32.31,-0.32
22722,51,2024-12-16,B02,Heinz Mustard,Condiments & Sauces,R05,KHC Brand,19.3,17.5,6.24,32.31,0.17
22723,51,2024-12-16,B03,Heinz Mayonnaise,Condiments & Sauces,R05,KHC Brand,11.5,10.8,3.72,32.31,-0.27
22724,51,2024-12-16,B04,A.1. Steak Sauce,Condiments & Sauces,R05,KHC Brand,43.4,45.7,14.02,32.31,0.56
22725,51,2024-12-16,B05,Grey Poupon,Condiments & Sauces,R05,KHC Brand,24.9,27.0,8.04,32.31,-0.11
22726,51,2024-12-16,,Hunt's,Condiments & Sauces,R05,Competitor,2.4,2.6,0.78,32.31,-0.5
22727,51,2024-12-16,,French's,Condiments & Sauces,R05,Competitor,0.0,0.0,0.0,32.31,0.06
22728,51,2024-12-16,,Hellmann's,Condiments & Sauces,R05,Competitor,0.0,0.0,0.0,32.31,-0.57
22729,51,2024-12-16,,Private Label,Condiments & Sauces,R05,Competitor,1.1,1.0,0.36,32.31,-0.65
22730,51,2024-12-16,,Annie's,Condiments & Sauces,R05,Competitor,4.1,4.0,1.32,32.31,0.14
22731,51,2024-12-16,B01,Heinz Ketchup,Condiments & Sauces,R06,KHC Brand,29.3,28.2,8.56,29.22,0.31
22732,51,2024-12-16,B02,Heinz Mustard,Condiments & Sauces,R06,KHC Brand,21.0,20.7,6.14,29.22,1.15
22733,51,2024-12-16,B03,Heinz Mayonnaise,Condiments & Sauces,R06,KHC Brand,13.0,12.4,3.8,29.22,1.2
22734,51,2024-12-16,B04,A.1. Steak Sauce,Condiments & Sauces,R06,KHC Brand,42.0,45.2,12.27,29.22,0.88
22735,51,2024-12-16,B05,Grey Poupon,Condiments & Sauces,R06,KHC Brand,22.6,22.0,6.6,29.22,0.97
22736,51,2024-12-16,,Hunt's,Condiments & Sauces,R06,Competitor,0.3,0.3,0.09,29.22,-0.03
22737,51,2024-12-16,,French's,Condiments & Sauces,R06,Competitor,0.0,0.0,0.0,29.22,-1.3
22738,51,2024-12-16,,Hellmann's,Condiments & Sauces,R06,Competitor,2.0,2.1,0.58,29.22,-0.03
22739,51,2024-12-16,,Private Label,Condiments & Sauces,R06,Competitor,0.9,0.9,0.26,29.22,0.04
22740,51,2024-12-16,,Annie's,Condiments & Sauces,R06,Competitor,0.0,0.0,0.0,29.22,-1.12
22741,51,2024-12-16,B01,Heinz Ketchup,Condiments & Sauces,R07,KHC Brand,30.1,31.7,7.63,25.35,0.39
22742,51,2024-12-16,B02,Heinz Mustard,Condiments & Sauces,R07,KHC Brand,20.1,20.4,5.1,25.35,-0.85
22743,51,2024-12-16,B03,Heinz Mayonnaise,Condiments & Sauces,R07,KHC Brand,11.5,10.8,2.92,25.35,0.63
22744,51,2024-12-16,B04,A.1. Steak Sauce,Condiments & Sauces,R07,KHC Brand,44.7,48.5,11.33,25.35,0.37
22745,51,2024-12-16,B05,Grey Poupon,Condiments & Sauces,R07,KHC Brand,22.7,24.0,5.75,25.35,-0.55
22746,51,2024-12-16,,Hunt's,Condiments & Sauces,R07,Competitor,0.0,0.0,0.0,25.35,-1.25
22747,51,2024-12-16,,French's,Condiments & Sauces,R07,Competitor,0.0,0.0,0.0,25.35,0.62
22748,51,2024-12-16,,Hellmann's,Condiments & Sauces,R07,Competitor,0.0,0.0,0.0,25.35,-0.17
22749,51,2024-12-16,,Private Label,Condiments & Sauces,R07,Competitor,0.0,0.0,0.0,25.35,0.04
22750,51,2024-12-16,,Annie's,Condiments & Sauces,R07,Competitor,0.0,0.0,0.0,25.35,0.09
22751,51,2024-12-16,B01,Heinz Ketchup,Condiments & Sauces,R08,KHC Brand,29.1,31.5,4.84,16.64,-0.52
22752,51,2024-12-16,B02,Heinz Mustard,Condiments & Sauces,R08,KHC Brand,16.4,17.6,2.73,16.64,-0.81
22753,51,2024-12-16,B03,Heinz Mayonnaise,Condiments & Sauces,R08,KHC Brand,12.4,12.3,2.06,16.64,-1.31
22754,51,2024-12-16,B04,A.1. Steak Sauce,Condiments & Sauces,R08,KHC Brand,40.8,43.1,6.79,16.64,0.01
22755,51,2024-12-16,B05,Grey Poupon,Condiments & Sauces,R08,KHC Brand,24.0,26.4,3.99,16.64,0.59
22756,51,2024-12-16,,Hunt's,Condiments & Sauces,R08,Competitor,0.0,0.0,0.0,16.64,-0.67
22757,51,2024-12-16,,French's,Condiments & Sauces,R08,Competitor,0.0,0.0,0.0,16.64,0.95
