vd_id,fiscal_week,brand_id,retailer_id,current_net_sales,prior_yr_net_sales,total_change,pct_change,distribution_driver,velocity_driver,price_mix_driver,promo_driver,base_volume,incremental_volume,price_elasticity
7114,36,B14,R04,135.57,148.98,-13.41,-9.0,2.79,-6.07,-1.31,-8.82,92.52,40.86,-1.52
7115,36,B14,R05,104.89,115.26,-10.37,-9.0,1.3,-4.72,0.82,-7.77,72.05,43.47,-1.55
7116,36,B14,R06,102.60000000000001,112.75,-10.15,-9.0,1.65,-2.59,0.23,-9.44,63.36,43.57,-1.94
7117,36,B14,R07,65.87,72.38,-6.51,-9.0,1.27,1.5,0.59,-9.87,43.53,29.46,-1.47
7118,36,B14,R08,54.0,59.34,-5.34,-9.0,0.8,-2.39,1.44,-5.19,40.01,15.12,-1.54
7119,36,B14,R09,52.93000000000001,58.16,-5.23,-9.0,0.01,1.97,0.48,-7.69,31.6,14.51,-1.91
7120,36,B14,R10,36.25,39.84,-3.59,-9.0,0.25,-0.19,0.55,-4.2,22.37,12.15,-2.36
7121,37,B14,R01,519.01,570.34,-51.33,-9.0,13.1,-3.12,4.81,-66.12,367.54,198.85,-1.84
7122,37,B14,R02,307.05,337.42,-30.37,-9.0,2.26,8.33,7.79,-48.75,169.23,88.49,-1.22
7123,37,B14,R03,245.66,269.96,-24.3,-9.0,3.45,-11.98,0.77,-16.54,168.0,102.34,-2.27
7124,37,B14,R04,201.01,220.89,-19.88,-9.0,-4.5,4.66,-1.31,-18.73,136.62,83.9,-1.67
7125,37,B14,R05,127.33000000000001,139.92,-12.59,-9.0,-3.86,-7.32,3.38,-4.79,77.24,34.79,-1.76
7126,37,B14,R06,130.32,143.21,-12.89,-9.0,0.5,-2.42,2.72,-13.69,83.52,46.49,-1.4
7127,37,B14,R07,117.12,128.7,-11.58,-9.0,-3.19,-1.05,0.25,-7.59,72.1,37.09,-1.25
7128,37,B14,R08,64.91,71.33,-6.42,-9.0,-1.41,-2.77,-1.3,-0.94,43.17,28.17,-2.49
7129,37,B14,R09,75.89,83.4,-7.51,-9.0,-0.51,2.44,-0.03,-9.41,55.83,31.84,-2.06
7130,37,B14,R10,42.94,47.19,-4.25,-9.0,1.27,-2.36,0.24,-3.4,30.57,11.14,-2.14
7131,38,B14,R01,440.89,484.49,-43.6,-9.0,3.22,6.68,-12.75,-40.75,295.16,112.93,-1.22
7132,38,B14,R02,262.15000000000003,288.08,-25.93,-9.0,6.71,3.99,6.98,-43.61,182.3,104.74,-1.76
7133,38,B14,R03,185.25,203.57,-18.32,-9.0,-9.02,3.82,1.69,-14.81,106.37,73.12,-1.5
7134,38,B14,R04,145.67000000000002,160.08,-14.41,-9.0,-5.82,-1.55,-1.4,-5.64,82.88,58.63,-1.24
7135,38,B14,R05,88.4,97.14,-8.74,-9.0,1.43,1.68,-2.5,-9.35,60.81,35.55,-1.3
7136,38,B14,R06,123.33,135.53,-12.2,-9.0,-3.47,-2.48,3.3,-9.55,87.41,48.56,-2.0
7137,38,B14,R07,81.24000000000001,89.27,-8.03,-9.0,0.88,-3.79,1.81,-6.93,58.67,21.12,-2.37
7138,38,B14,R08,52.93000000000001,58.16,-5.23,-9.0,0.18,1.82,-0.98,-6.25,31.93,19.68,-1.15
7139,38,B14,R09,52.93000000000001,58.16,-5.23,-9.0,0.41,-1.13,-1.17,-3.34,35.77,19.24,-1.63
7140,38,B14,R10,31.46,34.57,-3.11,-9.0,0.44,-0.21,-0.76,-2.58,21.95,9.44,-1.65
7141,39,B14,R01,354.39,389.44,-35.05,-9.0,-12.42,-4.31,-10.35,-7.97,195.03,121.89,-2.34
7142,39,B14,R02,264.94,291.14,-26.2,-9.0,-7.76,3.17,0.19,-21.8,146.23,101.77,-1.01
7143,39,B14,R03,150.83,165.75,-14.92,-9.0,-3.86,-7.39,-2.91,-0.76,90.84,40.15,-1.6
7144,39,B14,R04,158.29,173.95,-15.66,-9.0,2.52,-9.17,4.01,-13.02,92.94,52.02,-1.72
7145,39,B14,R05,113.34,124.55,-11.21,-9.0,-5.43,-6.34,1.7,-1.14,80.57,45.52,-1.14
7146,39,B14,R06,87.87,96.56,-8.69,-9.0,-2.66,-2.99,2.52,-5.56,54.98,29.2,-1.26
7147,39,B14,R07,81.66,89.74,-8.08,-9.0,-2.49,-1.11,-0.24,-4.24,60.31,30.34,-1.25
7148,39,B14,R08,60.64,66.64,-6.0,-9.0,0.67,0.91,1.18,-8.76,42.04,25.67,-2.41
7149,39,B14,R09,58.92,64.75,-5.83,-9.0,1.52,-0.7,-1.26,-5.39,43.55,22.73,-1.01
7150,39,B14,R10,30.53,33.55,-3.02,-9.0,-0.74,-1.45,-0.39,-0.44,18.29,11.65,-1.06
7151,40,B14,R01,442.81,486.6,-43.79,-9.0,-20.74,-15.75,6.69,-13.99,325.8,166.25,-1.9
7152,40,B14,R02,400.45,440.05,-39.6,-9.0,0.54,10.83,-6.65,-44.32,294.55,102.23,-1.07
7153,40,B14,R03,195.24,214.55,-19.31,-9.0,-6.89,-10.7,3.78,-5.5,121.36,70.34,-1.28
7154,40,B14,R04,209.25,229.95,-20.7,-9.0,-5.1,-2.1,-2.0,-11.5,131.83,76.48,-1.34
7155,40,B14,R05,160.0,175.82,-15.82,-9.0,1.14,5.14,3.44,-25.54,105.77,56.66,-1.38
7156,40,B14,R06,145.04999999999998,159.4,-14.35,-9.0,0.39,-4.21,1.04,-11.57,107.93,55.2,-1.27
7157,40,B14,R07,121.14,133.12,-11.98,-9.0,-5.27,-2.6,-2.08,-2.03,72.59,49.98,-1.32
7158,40,B14,R08,75.14,82.57,-7.43,-9.0,-0.23,-0.34,-1.5,-5.36,47.7,31.18,-1.43
7159,40,B14,R09,69.9,76.81,-6.91,-9.0,-2.3,0.23,-1.04,-3.8,41.61,27.1,-2.41
7160,40,B14,R10,48.93,53.77,-4.84,-9.0,0.95,-2.05,-1.29,-2.45,29.7,16.03,-2.4
7161,41,B14,R01,539.01,592.32,-53.31,-9.0,13.09,-19.91,-8.94,-37.55,348.88,209.39,-1.69
7162,41,B14,R02,363.97,399.97,-36.0,-9.0,0.81,-16.19,10.72,-31.34,260.96,135.13,-1.12
7163,41,B14,R03,251.43,276.3,-24.87,-9.0,-4.77,-5.53,-0.05,-14.52,161.31,105.83,-1.57
7164,41,B14,R04,200.49,220.32,-19.83,-9.0,-4.96,1.72,-5.38,-11.21,142.69,88.66,-2.44
7165,41,B14,R05,153.38,168.55,-15.17,-9.0,1.08,-1.46,-0.87,-13.92,110.2,61.07,-1.9
7166,41,B14,R06,143.31,157.48,-14.17,-9.0,-2.21,-2.82,-1.27,-7.87,95.59,47.3,-1.4
7167,41,B14,R07,111.85,122.91,-11.06,-9.0,0.44,0.03,-1.65,-9.88,66.41,28.62,-1.6
7168,41,B14,R08,84.43,92.78,-8.35,-9.0,-1.38,-1.11,0.6,-6.46,53.83,21.11,-1.58
7169,41,B14,R09,56.61,62.21,-5.6,-9.0,-1.07,0.4,0.66,-5.59,34.85,14.57,-1.37
7170,41,B14,R10,42.94,47.19,-4.25,-9.0,-0.53,-1.89,1.11,-2.94,29.3,12.03,-1.28
7171,42,B14,R01,573.15,629.84,-56.69,-9.0,7.2,-25.93,-11.05,-26.91,341.1,228.79,-1.78
7172,42,B14,R02,342.52,376.4,-33.88,-9.0,-12.36,-16.19,9.44,-14.77,207.86,108.93,-1.91
7173,42,B14,R03,254.16,279.3,-25.14,-9.0,-12.49,-0.82,5.13,-16.96,149.19,111.18,-1.33
7174,42,B14,R04,200.70999999999998,220.56,-19.85,-9.0,4.74,-10.9,-5.48,-8.21,142.61,82.86,-1.48
7175,42,B14,R05,131.2,144.18,-12.98,-9.0,-5.24,-6.86,3.01,-3.89,74.09,42.84,-1.61
7176,42,B14,R06,171.48000000000002,188.44,-16.96,-9.0,3.17,-1.69,1.91,-20.35,123.25,61.74,-1.05
7177,42,B14,R07,105.08,115.47,-10.39,-9.0,-0.66,2.65,0.88,-13.26,67.04,44.75,-1.89
7178,42,B14,R08,105.86000000000001,116.33,-10.47,-9.0,-1.68,-5.32,1.45,-4.92,72.93,36.93,-1.04
7179,42,B14,R09,80.39,88.34,-7.95,-9.0,0.95,-3.06,1.06,-6.9,46.98,25.56,-1.9
7180,42,B14,R10,41.55,45.66,-4.11,-9.0,-0.38,-1.87,-0.82,-1.04,28.64,12.65,-2.29
7181,43,B14,R01,487.97,536.23,-48.26,-9.0,-7.64,11.69,-2.26,-50.05,289.68,179.17,-1.86
7182,43,B14,R02,404.51,444.52,-40.01,-9.0,8.95,5.72,-3.37,-51.31,284.51,122.52,-2.08
7183,43,B14,R03,202.72000000000003,222.77,-20.05,-9.0,-5.53,-11.63,-1.21,-1.68,130.33,55.95,-2.3
7184,43,B14,R04,199.22,218.92,-19.7,-9.0,-5.68,-3.89,2.87,-13.0,116.76,74.26,-1.34
7185,43,B14,R05,155.28,170.64,-15.36,-9.0,-2.93,-8.41,-0.81,-3.21,100.31,59.69,-1.83
7186,43,B14,R06,144.85,159.18,-14.33,-9.0,-4.99,-0.26,-1.42,-7.66,81.77,59.04,-1.26
7187,43,B14,R07,131.82999999999998,144.87,-13.04,-9.0,-3.54,3.32,2.14,-14.96,81.58,48.08,-1.03
7188,43,B14,R08,82.67,90.85,-8.18,-9.0,-1.65,-3.04,2.21,-5.7,59.41,33.88,-2.49
7189,43,B14,R09,86.6,95.16,-8.56,-9.0,-3.17,3.3,1.88,-10.57,49.91,25.88,-1.81
7190,43,B14,R10,45.199999999999996,49.67,-4.47,-9.0,-0.38,-0.34,1.29,-5.04,28.45,12.45,-1.51
7191,44,B14,R01,738.6600000000001,811.71,-73.05,-9.0,6.87,1.78,-0.18,-81.52,432.23,239.29,-1.87
7192,44,B14,R02,557.0699999999999,612.16,-55.09,-9.0,-12.38,-27.12,-3.46,-12.13,333.32,165.84,-1.33
7193,44,B14,R03,296.96999999999997,326.34,-29.37,-9.0,-11.54,-3.15,5.29,-19.97,203.99,87.01,-1.1
7194,44,B14,R04,294.76,323.91,-29.15,-9.0,-9.48,8.25,3.12,-31.04,166.67,128.63,-1.79
7195,44,B14,R05,245.66,269.96,-24.3,-9.0,-9.79,-11.41,-4.55,1.45,165.84,94.35,-1.33
7196,44,B14,R06,245.16,269.41,-24.25,-9.0,-10.61,1.71,-5.72,-9.63,157.79,105.98,-2.49
7197,44,B14,R07,169.02,185.74,-16.72,-9.0,0.89,-6.06,4.74,-16.29,118.81,62.73,-2.35
7198,44,B14,R08,106.96000000000001,117.54,-10.58,-9.0,1.58,2.86,-1.33,-13.69,60.23,41.72,-2.19
7199,44,B14,R09,111.85000000000001,122.91,-11.06,-9.0,-4.22,-0.02,-1.22,-5.6,79.77,45.68,-1.75
7200,44,B14,R10,75.89,83.4,-7.51,-9.0,-1.86,1.31,0.59,-7.55,55.75,21.28,-2.15
7201,45,B14,R01,555.4,610.33,-54.93,-9.0,-14.7,-29.67,-5.06,-5.5,335.0,195.41,-1.27
7202,45,B14,R02,382.29,420.1,-37.81,-9.0,7.54,-11.43,-3.13,-30.79,247.39,133.0,-1.67
7203,45,B14,R03,243.83,267.95,-24.12,-9.0,2.01,5.65,-3.57,-28.21,176.36,97.02,-2.38
7204,45,B14,R04,166.76000000000002,183.25,-16.49,-9.0,2.96,-2.19,-2.88,-14.38,112.68,59.82,-1.11
7205,45,B14,R05,161.27,177.22,-15.95,-9.0,0.4,-9.34,-1.85,-5.16,110.96,71.32,-1.77
7206,45,B14,R06,136.28,149.76,-13.48,-9.0,2.05,1.62,-3.17,-13.98,81.16,37.13,-1.21
7207,45,B14,R07,98.31,108.03,-9.72,-9.0,0.6,-4.3,1.56,-7.58,55.85,41.21,-1.87
7208,45,B14,R08,75.89,83.4,-7.51,-9.0,-2.54,-0.79,-1.25,-2.93,46.34,29.37,-1.48
7209,45,B14,R09,80.89,88.89,-8.0,-9.0,1.22,-0.56,-1.33,-7.33,55.6,34.23,-1.59
7210,45,B14,R10,52.93000000000001,58.16,-5.23,-9.0,1.43,-2.97,-1.56,-2.13,36.74,19.86,-2.07
7211,46,B14,R01,460.85999999999996,506.44,-45.58,-9.0,-5.67,-15.91,6.49,-30.49,265.11,199.43,-1.04
7212,46,B14,R02,414.91999999999996,455.96,-41.04,-9.0,-6.14,11.53,-6.11,-40.32,303.16,186.62,-1.38
7213,46,B14,R03,239.18,262.84,-23.66,-9.0,-10.5,5.79,6.58,-25.53,135.37,61.75,-1.43
7214,46,B14,R04,229.19,251.86,-22.67,-9.0,-6.65,-6.06,2.18,-12.14,141.11,78.7,-1.43
7215,46,B14,R05,157.31,172.87,-15.56,-9.0,3.46,3.03,4.08,-26.13,106.31,64.75,-1.17
7216,46,B14,R06,160.66,176.55,-15.89,-9.0,-3.02,-5.33,-3.61,-3.93,94.16,47.98,-2.13
7217,46,B14,R07,135.03,148.38,-13.35,-9.0,-5.13,-7.12,0.91,-2.01,89.76,38.48,-1.36
7218,46,B14,R08,88.49000000000001,97.24,-8.75,-9.0,-3.61,-3.61,-0.73,-0.8,61.5,27.11,-1.39
7219,46,B14,R09,52.54,57.74,-5.2,-9.0,-2.37,-2.31,0.97,-1.49,32.73,18.21,-2.43
7220,46,B14,R10,48.43000000000001,53.22,-4.79,-9.0,-1.36,0.81,-0.39,-3.85,31.86,17.22,-2.1
7221,47,B14,R01,828.3000000000001,910.22,-81.92,-9.0,15.49,-33.4,-18.07,-45.94,470.82,328.44,-1.57
7222,47,B14,R02,474.83000000000004,521.79,-46.96,-9.0,-9.6,-9.29,-10.58,-17.49,353.67,203.92,-2.03
7223,47,B14,R03,370.99,407.68,-36.69,-9.0,-2.28,-19.09,-4.01,-11.31,276.41,166.93,-1.27
7224,47,B14,R04,238.23,261.79,-23.56,-9.0,3.62,-0.18,-6.66,-20.34,156.31,78.14,-1.31
7225,47,B14,R05,215.81,237.15,-21.34,-9.0,-9.42,-9.58,-5.38,3.04,142.25,74.49,-1.86
7226,47,B14,R06,203.99,224.16,-20.17,-9.0,-4.43,3.68,1.55,-20.97,125.65,76.82,-1.56
7227,47,B14,R07,174.27,191.51,-17.24,-9.0,-5.52,-9.34,0.19,-2.57,130.41,64.46,-2.09
7228,47,B14,R08,104.84,115.21,-10.37,-9.0,2.18,-0.43,1.89,-14.01,70.27,43.8,-2.42
7229,47,B14,R09,110.19,121.09,-10.9,-9.0,-1.17,-2.38,-2.84,-4.51,62.61,35.4,-1.02
7230,47,B14,R10,68.41,75.18,-6.77,-9.0,-1.66,0.2,1.17,-6.48,40.58,24.89,-1.17
7231,48,B14,R01,940.22,1033.21,-92.99,-9.0,-31.12,23.11,-8.04,-76.94,622.41,355.93,-1.04
7232,48,B14,R02,560.41,615.84,-55.43,-9.0,-25.03,-31.17,-2.37,3.14,369.2,168.67,-1.39
7233,48,B14,R03,372.99,409.88,-36.89,-9.0,-15.61,-16.32,4.92,-9.88,265.8,155.9,-1.76
7234,48,B14,R04,299.41,329.02,-29.61,-9.0,-3.63,-4.92,8.62,-29.68,180.5,77.24,-1.81
7235,48,B14,R05,191.01999999999998,209.91,-18.89,-9.0,-1.06,-4.79,-4.21,-8.83,133.7,71.17,-2.12
7236,48,B14,R06,206.59000000000003,227.02,-20.43,-9.0,2.86,-5.6,-2.05,-15.64,124.27,78.1,-2.49
7237,48,B14,R07,195.10999999999999,214.41,-19.3,-9.0,-7.37,-10.29,-0.1,-1.54,135.52,66.79,-2.22
7238,48,B14,R08,106.25999999999999,116.77,-10.51,-9.0,2.68,2.21,2.21,-17.61,72.54,32.05,-1.56
7239,48,B14,R09,101.86,111.93,-10.07,-9.0,-0.45,3.79,-2.45,-10.96,56.59,37.77,-1.03
7240,48,B14,R10,64.41,70.78,-6.37,-9.0,-2.9,-1.58,0.52,-2.41,35.97,17.13,-1.12
7241,49,B14,R01,530.27,582.71,-52.44,-9.0,0.87,-12.2,15.34,-56.45,321.9,217.76,-1.04
7242,49,B14,R02,440.92,484.53,-43.61,-9.0,-2.4,-16.37,-11.76,-13.08,275.55,189.84,-1.67
7243,49,B14,R03,245.39000000000001,269.66,-24.27,-9.0,2.38,3.39,-4.81,-25.23,143.17,69.44,-1.73
7244,49,B14,R04,173.15,190.27,-17.12,-9.0,0.98,-9.47,-3.1,-5.53,103.66,76.22,-2.17
7245,49,B14,R05,155.51000000000002,170.89,-15.38,-9.0,0.93,-0.43,-1.41,-14.47,111.87,62.27,-2.02
7246,49,B14,R06,140.3,154.18,-13.88,-9.0,1.38,5.15,1.87,-22.28,86.4,51.92,-1.8
7247,49,B14,R07,127.25999999999999,139.85,-12.59,-9.0,-6.27,-3.49,-3.6,0.77,94.33,47.6,-1.46
7248,49,B14,R08,101.86,111.93,-10.07,-9.0,2.61,-3.34,-1.25,-8.09,66.51,26.91,-1.85
7249,49,B14,R09,64.41,70.78,-6.37,-9.0,-0.04,-1.98,0.38,-4.73,40.43,26.97,-1.37
7250,49,B14,R10,42.94,47.19,-4.25,-9.0,-0.93,0.69,0.41,-4.42,24.62,18.44,-2.49
7251,50,B14,R01,913.24,1003.56,-90.32,-9.0,22.19,-18.16,-6.39,-87.96,648.07,343.36,-1.02
7252,50,B14,R02,542.34,595.98,-53.64,-9.0,4.36,10.58,-0.45,-68.13,346.87,233.36,-1.52
7253,50,B14,R03,400.96,440.62,-39.66,-9.0,0.72,-21.69,0.38,-19.07,299.36,133.96,-2.37
7254,50,B14,R04,267.64000000000004,294.11,-26.47,-9.0,-8.69,-12.96,7.69,-12.51,164.83,99.1,-1.3
7255,50,B14,R05,236.67,260.08,-23.41,-9.0,-0.64,2.39,-3.17,-21.99,166.99,61.07,-2.34
7256,50,B14,R06,199.56,219.3,-19.74,-9.0,-5.84,-7.51,-0.11,-6.28,124.13,62.04,-2.34
7257,50,B14,R07,192.74,211.8,-19.06,-9.0,-2.16,0.57,-3.69,-13.78,134.43,66.2,-1.9
7258,50,B14,R08,95.59,105.04,-9.45,-9.0,0.77,-5.56,0.64,-5.3,69.5,36.62,-1.16
7259,50,B14,R09,107.85,118.52,-10.67,-9.0,1.88,2.06,0.39,-15.0,68.27,43.77,-2.03
7260,50,B14,R10,54.9,60.33,-5.43,-9.0,-2.21,1.44,0.4,-5.06,37.03,19.18,-2.22
7261,51,B14,R01,563.0699999999999,618.76,-55.69,-9.0,-16.7,-16.4,1.56,-24.15,362.33,166.89,-1.82
7262,51,B14,R02,408.09000000000003,448.45,-40.36,-9.0,-1.24,-10.3,6.15,-34.97,225.86,174.83,-2.24
7263,51,B14,R03,277.04999999999995,304.45,-27.4,-9.0,-5.94,0.94,4.68,-27.08,175.48,123.52,-1.06
7264,51,B14,R04,201.0,220.88,-19.88,-9.0,-3.04,-8.58,2.89,-11.15,129.33,66.19,-1.83
7265,51,B14,R05,169.78000000000003,186.57,-16.79,-9.0,-6.27,-0.98,4.87,-14.41,93.44,54.88,-1.5
7266,51,B14,R06,154.79,170.1,-15.31,-9.0,-2.71,0.83,0.66,-14.09,115.78,64.84,-1.14
7267,51,B14,R07,107.85,118.52,-10.67,-9.0,-3.05,-3.5,2.24,-6.36,61.38,31.78,-1.1
7268,51,B14,R08,65.31,71.77,-6.46,-9.0,-2.24,-2.88,1.92,-3.26,37.19,25.6,-1.83
7269,51,B14,R09,81.86,89.96,-8.1,-9.0,0.15,2.24,1.94,-12.43,51.72,31.85,-1.43
7270,51,B14,R10,42.94,47.19,-4.25,-9.0,-1.11,-0.31,-0.82,-2.01,27.54,15.47,-2.23
7271,52,B14,R01,752.93,827.4,-74.47,-9.0,6.88,-21.81,19.59,-79.13,476.5,243.29,-1.53
7272,52,B14,R02,396.42999999999995,435.64,-39.21,-9.0,-3.07,-13.42,-10.72,-12.0,251.06,169.18,-1.47
7273,52,B14,R03,333.4,366.37,-32.97,-9.0,-11.55,-2.13,-4.85,-14.44,234.78,117.11,-2.5
7274,52,B14,R04,302.59,332.52,-29.93,-9.0,-2.64,-5.93,3.5,-24.86,223.94,112.35,-2.4
7275,52,B14,R05,208.21000000000004,228.8,-20.59,-9.0,-6.33,-5.2,-0.07,-8.99,136.21,85.41,-2.46
7276,52,B14,R06,166.65999999999997,183.14,-16.48,-9.0,2.19,-1.5,-0.8,-16.37,104.74,58.86,-1.95
7277,52,B14,R07,154.29,169.55,-15.26,-9.0,1.45,-0.36,-0.58,-15.77,113.2,64.47,-1.41
7278,52,B14,R08,123.54,135.76,-12.22,-9.0,0.26,3.15,0.13,-15.76,81.77,37.81,-2.49
7279,52,B14,R09,91.37,100.41,-9.04,-9.0,-4.44,-4.94,1.12,-0.78,58.33,35.24,-1.82
7280,52,B14,R10,67.37,74.03,-6.66,-9.0,-0.72,-1.76,1.84,-6.02,43.07,26.01,-1.84
7281,1,B15,R01,465.68,452.12,13.56,3.0,5.63,3.51,-1.75,6.17,281.68,129.21,-1.36
7282,1,B15,R02,248.04999999999998,240.83,7.22,3.0,2.87,-2.42,-2.07,8.84,148.73,109.8,-1.26
7283,1,B15,R03,193.3,187.67,5.63,3.0,2.76,-1.06,-0.31,4.24,141.55,75.93,-2.1
7284,1,B15,R04,151.84,147.42,4.42,3.0,-1.11,0.75,0.49,4.29,102.5,64.46,-2.24
7285,1,B15,R05,108.44999999999999,105.29,3.16,3.0,-0.03,-0.3,-0.13,3.62,66.89,31.2,-1.43
7286,1,B15,R06,112.89999999999999,109.61,3.29,3.0,1.17,0.88,-0.33,1.57,79.1,48.42,-2.14
7287,1,B15,R07,91.50999999999999,88.84,2.67,3.0,0.28,0.1,0.44,1.85,54.52,35.27,-2.4
7288,1,B15,R08,77.80000000000001,75.53,2.27,3.0,0.52,-0.31,0.47,1.59,50.97,28.46,-2.35
7289,1,B15,R09,65.77,63.85,1.92,3.0,-0.18,1.06,-0.08,1.12,38.2,26.85,-2.5
7290,1,B15,R10,33.81,32.83,0.98,3.0,0.14,0.44,0.12,0.28,22.61,9.16,-1.28
7291,2,B15,R01,436.36,423.65,12.71,3.0,-0.69,7.62,-3.0,8.78,299.5,151.84,-1.41
7292,2,B15,R02,322.06000000000006,312.68,9.38,3.0,4.63,-0.23,-1.26,6.24,191.81,119.01,-1.44
7293,2,B15,R03,223.06,216.56,6.5,3.0,2.21,-1.41,0.43,5.27,125.33,69.3,-2.12
7294,2,B15,R04,131.7,127.86,3.84,3.0,-0.18,-0.58,0.45,4.15,97.11,34.46,-1.58
7295,2,B15,R05,116.27,112.88,3.39,3.0,-0.91,-0.49,-0.61,5.4,69.08,38.89,-1.9
7296,2,B15,R06,116.98,113.57,3.41,3.0,1.65,1.21,0.1,0.45,64.56,44.48,-2.05
7297,2,B15,R07,104.11999999999999,101.09,3.03,3.0,-0.74,1.18,0.7,1.89,72.84,36.32,-1.25
7298,2,B15,R08,68.4,66.41,1.99,3.0,0.02,0.16,-0.26,2.07,50.17,23.31,-2.12
7299,2,B15,R09,60.779999999999994,59.01,1.77,3.0,0.56,0.43,-0.35,1.13,40.25,22.24,-1.34
7300,2,B15,R10,40.52,39.34,1.18,3.0,0.54,0.15,0.11,0.38,26.11,11.71,-1.56
7301,3,B15,R01,505.40000000000003,490.68,14.72,3.0,1.28,-3.19,1.08,15.55,363.5,197.04,-1.35
7302,3,B15,R02,291.9,283.4,8.5,3.0,3.34,4.87,1.01,-0.72,197.79,120.01,-1.22
7303,3,B15,R03,234.38,227.55,6.83,3.0,3.21,3.34,1.64,-1.36,140.93,79.52,-1.27
7304,3,B15,R04,155.71,151.17,4.54,3.0,-0.54,1.59,-0.82,4.31,91.54,44.49,-1.47
7305,3,B15,R05,139.23,135.17,4.06,3.0,-0.11,-0.26,-0.91,5.34,89.36,35.76,-2.26
7306,3,B15,R06,100.96,98.02,2.94,3.0,0.92,0.81,-0.39,1.6,59.34,41.98,-1.1
7307,3,B15,R07,94.41999999999999,91.67,2.75,3.0,0.82,1.31,-0.31,0.93,68.19,29.7,-2.22
7308,3,B15,R08,80.54,78.19,2.35,3.0,0.65,0.4,-0.24,1.54,46.13,27.6,-2.45
7309,3,B15,R09,48.1,46.7,1.4,3.0,0.16,-0.35,0.22,1.37,30.91,17.54,-1.93
7310,3,B15,R10,43.75,42.48,1.27,3.0,0.36,0.57,-0.27,0.61,27.24,13.21,-1.58
7311,4,B15,R01,643.72,624.97,18.75,3.0,-5.07,-6.69,-3.13,33.64,408.57,213.54,-1.12
7312,4,B15,R02,419.47,407.25,12.22,3.0,-0.15,-2.89,-2.32,17.58,237.68,174.82,-1.12
7313,4,B15,R03,264.90999999999997,257.19,7.72,3.0,2.27,1.12,-1.56,5.89,151.52,95.03,-1.75
7314,4,B15,R04,224.33999999999997,217.81,6.53,3.0,-1.34,1.19,-1.86,8.54,165.6,76.22,-1.99
7315,4,B15,R05,181.56,176.27,5.29,3.0,1.08,1.81,-1.27,3.67,111.79,79.03,-1.62
7316,4,B15,R06,150.96,146.56,4.4,3.0,-0.22,-1.19,-0.98,6.79,88.57,39.27,-2.12
7317,4,B15,R07,142.02,137.88,4.14,3.0,-0.34,1.17,0.29,3.02,91.94,43.51,-2.29
7318,4,B15,R08,83.74,81.3,2.44,3.0,0.35,-0.9,-0.53,3.52,52.85,31.38,-1.23
7319,4,B15,R09,97.62,94.78,2.84,3.0,0.74,1.65,0.72,-0.27,63.93,40.68,-2.03
7320,4,B15,R10,55.79,54.17,1.62,3.0,-0.18,0.24,0.02,1.54,32.55,18.57,-1.49
7321,5,B15,R01,456.9,443.59,13.31,3.0,4.85,-3.49,-1.02,12.97,315.12,197.44,-1.41
7322,5,B15,R02,309.19,300.18,9.01,3.0,3.44,-0.89,0.5,5.96,176.81,106.1,-1.26
7323,5,B15,R03,198.36999999999998,192.59,5.78,3.0,0.25,0.61,0.82,4.1,115.16,75.54,-1.23
7324,5,B15,R04,179.44,174.21,5.23,3.0,1.15,0.55,-0.24,3.77,127.01,60.13,-1.5
7325,5,B15,R05,122.61,119.04,3.57,3.0,-0.76,1.01,0.07,3.25,87.7,46.28,-1.53
7326,5,B15,R06,116.69999999999999,113.3,3.4,3.0,0.88,1.15,-0.58,1.95,67.45,31.19,-1.02
7327,5,B15,R07,106.29,103.19,3.1,3.0,-0.31,-0.36,-0.83,4.6,68.67,31.04,-1.84
7328,5,B15,R08,54.989999999999995,53.39,1.6,3.0,0.32,0.9,-0.19,0.57,32.99,15.9,-1.84
7329,5,B15,R09,57.1,55.44,1.66,3.0,0.72,0.83,-0.22,0.33,35.09,24.44,-1.47
7330,5,B15,R10,27.27,26.48,0.79,3.0,-0.04,-0.16,-0.15,1.14,15.06,12.14,-1.36
7331,6,B15,R01,462.6700000000001,449.19,13.48,3.0,1.19,6.69,3.06,2.54,291.1,168.98,-1.74
7332,6,B15,R02,398.71,387.1,11.61,3.0,-0.14,0.19,3.21,8.35,287.91,161.4,-1.15
7333,6,B15,R03,212.45,206.26,6.19,3.0,-0.81,3.04,1.09,2.87,144.18,72.93,-1.51
7334,6,B15,R04,126.63,122.94,3.69,3.0,0.37,2.14,-0.99,2.17,73.85,38.58,-1.33
7335,6,B15,R05,135.73,131.78,3.95,3.0,0.85,2.35,-0.77,1.52,94.1,47.78,-1.46
7336,6,B15,R06,114.64,111.3,3.34,3.0,0.38,0.47,0.21,2.28,68.41,47.22,-2.05
7337,6,B15,R07,75.84,73.63,2.21,3.0,0.59,0.41,0.55,0.66,56.19,25.7,-1.04
7338,6,B15,R08,55.29,53.68,1.61,3.0,-0.07,-0.4,-0.09,2.17,37.88,20.54,-2.44
7339,6,B15,R09,67.08,65.13,1.95,3.0,0.08,-0.22,-0.57,2.66,40.0,29.68,-1.86
7340,6,B15,R10,33.57,32.59,0.98,3.0,0.41,0.36,-0.1,0.31,23.92,8.7,-1.71
7341,7,B15,R01,429.92,417.4,12.52,3.0,-3.22,5.15,1.48,9.11,256.25,134.73,-1.4
